"","frn","cnt_co","cnt_services","cnt_locations","area_sqkm2","states"
"182","0002072668",5,9560,9560,1833.732753,"{51}"
"183","0002072916",2,943,943,254.255338,"{51}"
"184","0002073203",112,1737323,1710389,35254.862069,"{51}"
"185","0002109213",1,131911,118680,119.298923,"{11}"
"186","0002154367",3,53165,45878,935.257188,"{24}"
"187","0002154706",8,42449,42449,3538.593699,"{04,35,49}"
"188","0002166825",27,1520779,1497744,16968.442561,"{24,28,42}"
"189","0002212314",4,5633,5633,1397.164558,"{29}"
"190","0002285260",12,2965,2965,4307.810111,"{08,20}"
"191","0002295400",1,2427,2427,27.378474,"{20}"
"192","0002320430",22,101344,53181,7758.034171,"{20,31}"
"193","0002323731",13,6687,6318,2058.918224,"{20,40}"
"194","0002327153",3,1826,1819,87.656351,"{20}"
"195","0002329662",2,1301,1268,482.479151,"{20}"
"196","0002330843",3,1224,1224,297.946463,"{20,40}"
"197","0002331262",7,4863,4863,2578.142472,"{20,31}"
"198","0002332930",6,2912,2008,1200.275611,"{20}"
"199","0002333649",5,4774,2387,1198.655521,"{20}"
"200","0002333672",6,3341,3341,1355.228022,"{20}"
"201","0002333839",11,7291,7291,6333.952107,"{20}"
"202","0002333888",7,12456,5163,2382.114042,"{20}"
"203","0002334407",12,10460,10073,5114.494138,"{20}"
"204","0002335099",10,5400,5400,4722.516715,"{20,40}"
"205","0002336105",20,20364,20255,13398.440075,"{20,31}"
"206","0002339976",3,2542,2243,682.832325,"{20}"
"207","0002387033",3,1469,1469,1466.031656,"{31}"
"208","0002387868",2,2646,2646,539.378263,"{31}"
"209","0002388262",7,3379,3379,2174.163417,"{31}"
"210","0002388361",9,5262,4657,1358.220898,"{20,31}"
"211","0002388684",7,1939,1939,4266.242569,"{31,46}"
"212","0002388882",24,10701,10701,7670.61372,"{31,46}"
"213","0002392249",4,1413,1413,444.62564,"{31}"
"214","0002393544",3,1391,1391,890.200197,"{31}"
"215","0002405215",1,281,281,23.161438,"{46}"
"216","0002426831",3,6196,3098,8896.122382,"{46}"
"217","0002429686",2,275,275,544.959291,"{46}"
"218","0002430510",6,4520,4520,4393.587066,"{46}"
"219","0002430684",38,52163,49953,55107.5224,"{31,46,56}"
"220","0002430916",6,3296,3296,1688.518406,"{46}"
"221","0002432672",14,18894,18894,4482.748361,"{19,27,46}"
"222","0002475168",2,10209,10209,44.60703,"{38}"
"223","0002476281",12,11654,11648,16054.383069,"{38,46}"
"224","0002477636",11,19025,19025,13135.258982,"{38}"
"225","0002477651",17,21997,21997,17538.566243,"{38,46}"
"226","0002487908",1,5641,5641,216.015508,"{29}"
"227","0002490472",2,96,96,30.628432,"{29}"
"228","0002504058",1,1862,1862,288.695209,"{29}"
"229","0002504298",1,487,487,110.002358,"{29}"
"230","0002505519",24,26096,26095,9816.370799,"{19,29}"
"231","0002506384",4,8097,8097,1299.609846,"{05,29}"
"232","0002513240",1,9644,4822,22.161539,"{29}"
"233","0002531879",11,47169,30640,5830.672007,"{29}"
"234","0002533297",3,1012,1012,167.067246,"{29}"
"235","0002545929",11,432,432,424.170975,"{20,29}"
"236","0002549228",9,3639,3639,1888.152186,"{29}"
"237","0002549392",7,9160,9160,2804.710327,"{29}"
"238","0002550309",2,3118,3118,98.182414,"{29}"
"239","0002557627",3,2151,2113,599.153837,"{19}"
"240","0002557742",2,579,579,150.550724,"{19}"
"241","0002561884",1,5239,5239,110.491474,"{19}"
"242","0002564870",1,1189,1189,28.401499,"{19}"
"243","0002565059",1,1268,1268,8.558991,"{19}"
"244","0002575777",3,451,450,215.684384,"{19}"
"245","0002576452",2,3365,3318,374.939235,"{19}"
"246","0002586998",3,1112,556,305.61024,"{19}"
"247","0002587491",1,396,396,176.524867,"{19}"
"248","0002587707",2,1506,753,208.96922,"{19}"
"249","0002587863",5,23005,22391,1442.829758,"{19}"
"250","0002587954",5,5853,5853,1339.103482,"{19}"
"251","0002588051",3,1272,1272,471.70469,"{19}"
"252","0002588192",2,2975,2975,505.995442,"{19}"
"253","0002588606",1,185,185,63.979057,"{19}"
"254","0002589281",3,474,474,200.677096,"{19}"
"255","0002589307",8,8813,8813,2105.289265,"{19}"
"256","0002589604",1,3130,3130,642.362266,"{19}"
"257","0002590032",8,3422,3422,2200.09249,"{19}"
"258","0002590073",3,5226,5226,1337.120429,"{19}"
"259","0002590586",1,283,283,116.573861,"{19}"
"260","0002591063",2,2492,1419,404.706604,"{19}"
"261","0002592285",2,1556,1556,511.894105,"{19}"
"262","0002592384",3,3457,3455,570.379573,"{19}"
"263","0002592426",4,1950,1950,422.851505,"{19}"
"264","0002592509",2,680,680,195.200156,"{19}"
"265","0002592517",4,3128,3112,580.532148,"{19}"
"266","0002592640",4,3521,3521,1018.013692,"{19}"
"267","0002592897",4,734,733,218.190589,"{19}"
"268","0002592921",3,622,622,193.093277,"{19}"
"269","0002593358",5,2861,2801,1243.613023,"{19}"
"270","0002593440",6,1916,1916,701.928318,"{19}"
"271","0002593481",3,1146,1146,317.293408,"{19}"
"272","0002593655",2,912,900,246.144289,"{19}"
"273","0002593986",2,878,878,257.66969,"{19}"
"274","0002594216",2,3185,3114,624.379928,"{19}"
"275","0002594752",5,6320,5774,1003.212694,"{19}"
"276","0002594778",2,3080,3080,444.645658,"{19}"
"277","0001545748",2,9654,9654,2406.677253,"{06}"
"278","0001546746",2,1434,1274,713.87728,"{06}"
"279","0001562388",2,6999,6575,472.585572,"{41}"
"280","0001565316",4,15106,15106,2636.709538,"{41}"
"281","0001566165",1,3630,3630,494.840021,"{41}"
"282","0001570936",1,2668,2668,7781.3763,"{02}"
"283","0001572932",3,4851,4845,18001.063558,"{02}"
"284","0001583194",2,1146,1146,490.853914,"{53}"
"285","0001590595",1,4422,2184,386.652838,"{49}"
"286","0001603042",6,13047,9729,8115.969576,"{04,35}"
"287","0001607175",10,44285,40309,5860.587898,"{04,49}"
"288","0001615095",4,11194,7682,3750.409752,"{16,56}"
"289","0001616754",7,5823,5795,7416.880047,"{08}"
"290","0001618008",3,27983,23773,2947.123387,"{35,48}"
"291","0001623818",6,20737,16721,1189.065274,"{16}"
"292","0001630201",9,11240,11207,4606.408926,"{49,56}"
"293","0001646165",9,20990,17392,12560.965236,"{16,30}"
"294","0001646470",15,75039,36538,34012.680065,"{30,38,56}"
"295","0001650233",5,6005,6004,594.232103,"{48}"
"296","0001665835",14,41758,26252,2243.961977,"{48}"
"297","0001675461",3,49012,23173,3435.43073,"{35}"
"298","0001685841",15,46654,32905,9053.800752,"{48}"
"299","0001700855",3,15043,15043,405.202024,"{40}"
"300","0001701275",5,8479,8335,861.983864,"{40}"
"301","0001704246",5,9665,9606,1553.118863,"{48}"
"302","0001714146",1,3725,3713,1051.905715,"{22}"
"303","0001730142",4,4887,4479,2119.213089,"{05}"
"304","0001773464",13,41038,41038,4205.551442,"{47}"
"305","0001792787",5,18978,18978,2736.586546,"{21}"
"306","0001855287",4,15227,15227,370.564781,"{13,47}"
"307","0001856426",6,8914,8914,1291.211899,"{13}"
"308","0001856566",4,18394,13829,557.334179,"{13}"
"309","0001856673",13,14793,14793,3177.667245,"{13}"
"310","0001887025",7,66683,66635,6088.45849,"{45}"
"311","0001951284",7,28623,19008,1508.131561,"{37}"
"312","0001952555",8,60379,39157,2486.690922,"{37,47,51}"
"313","0001952605",3,37215,19927,1418.960073,"{37}"
"314","0001960962",5,40620,25389,3939.422884,"{37}"
"315","0002073427",6,8313,8313,1996.410578,"{51}"
"316","0002334225",15,35104,35104,6732.211899,"{20,29,40}"
"317","0002334795",14,17946,16965,8013.981714,"{08,20}"
"318","0002387264",3,1245,1201,1764.36561,"{20,31}"
"319","0002393379",6,1193,1193,693.838604,"{20,31}"
"320","0002430163",10,4612,4612,15011.288773,"{30,38,46}"
"321","0002430536",9,7772,7772,5467.620435,"{46}"
"322","0002477503",3,4537,4537,3987.419925,"{38}"
"323","0002477693",5,8374,8374,6173.660804,"{38}"
"324","0002477743",12,18402,17494,14502.296647,"{30,38}"
"325","0002549665",6,2726,2726,572.113638,"{29}"
"326","0002590057",9,15744,15744,3814.872237,"{19,27}"
"327","0002591154",2,6000,6000,407.885361,"{19}"
"328","0002592061",3,1119,1119,346.221431,"{19}"
"329","0002592392",7,5311,5311,1573.864616,"{19}"
"330","0002594067",2,279,279,126.955999,"{19}"
"331","0002594125",5,9687,9687,794.256011,"{19}"
"332","0002594190",1,6872,3436,365.374011,"{19}"
"333","0002598209",1,5342,5342,295.275593,"{19}"
"334","0002598407",5,9266,9266,1210.595675,"{19}"
"335","0002626984",1,1465,1465,68.397652,"{27}"
"336","0002644953",9,64819,55348,12312.660731,"{27}"
"337","0002650422",3,5499,5499,1112.95161,"{27}"
"338","0002652519",9,21859,21859,10084.211262,"{27}"
"339","0002722049",6,4247,4247,1040.463599,"{55}"
"340","0002723732",3,9560,9461,1242.00331,"{55}"
"341","0002733897",1,146,146,0.723487,"{26}"
"342","0002776599",9,18029,15363,4805.707094,"{26}"
"343","0002818177",6,7329,6749,1786.915215,"{17}"
"344","0002899060",5,10902,10902,524.057018,"{18}"
"345","0002903839",1,3392,3392,219.462125,"{18}"
"346","0003414224",1,4911,4909,176.347692,"{36}"
"347","0003433323",2,1765,1765,584.590136,"{36}"
"348","0003709458",4,8979,8979,1207.649955,"{40}"
"349","0003714805",5,7038,6459,9502.174762,"{16,49}"
"350","0003715877",2,983,983,246.873888,"{31}"
"351","0003722840",2,976,976,213.706195,"{19}"
"352","0003722907",2,3030,1737,192.768731,"{19}"
"353","0003722998",4,1437,1437,527.573533,"{19}"
"354","0003728284",2,1279,1185,901.172519,"{08}"
"355","0003728615",10,1825,1825,452.950231,"{40}"
"356","0003728680",7,3855,3855,2064.064822,"{38,46}"
"357","0003731759",1,1382,1382,295.762851,"{19}"
"358","0003733086",1,116,116,7.799906,"{19}"
"359","0003739430",3,13287,8207,734.016874,"{27}"
"360","0003740396",4,12297,11671,1788.427596,"{38}"
"361","0003740610",6,3783,3783,3303.928827,"{38}"
"362","0003740701",2,3550,3550,545.174506,"{55}"
"363","0003741550",17,27618,27618,11223.861104,"{27,46}"
"364","0003742384",9,21217,11848,4777.530263,"{27,38,46}"
"365","0003742467",9,31262,31262,4218.122081,"{27}"
"366","0003742475",3,1221,1221,311.338937,"{19,27}"
"367","0003744133",2,1160,1160,19.967897,"{55}"
"368","0003744224",5,4423,4423,2182.122319,"{27,38}"
"369","0003744398",2,11102,10156,976.788163,"{55}"
"370","0003749538",2,2408,2408,407.096809,"{19}"
"371","0003758877",11,8055,8054,4908.396713,"{46}"
"372","0003759917",10,6299,6299,6639.909226,"{38}"
"373","0003766623",6,29750,19632,5888.125894,"{08}"
"374","0003771169",4,5806,5806,1464.391995,"{20}"
"375","0003774023",5,13778,13778,1703.912355,"{55}"
"376","0003774072",4,4202,4202,991.688423,"{55}"
"377","0003774338",2,1089,1089,145.642482,"{55}"
"378","0003774403",5,14359,14359,1849.560342,"{55}"
"379","0003775244",8,33387,33387,2610.00336,"{37,51}"
"380","0003775400",7,14973,13427,1715.032302,"{36}"
"381","0003776069",4,2194,2194,677.779159,"{19}"
"382","0003777919",7,11397,11335,799.713776,"{55}"
"383","0003785318",17,113308,88161,9130.206936,"{27,55}"
"384","0003787991",1,2523,2523,48.764149,"{39}"
"385","0003788940",3,3459,3459,771.907951,"{27}"
"386","0003800570",13,113650,83139,5715.358613,"{35,48}"
"387","0003801909",3,2304,2304,2652.782601,"{16}"
"388","0003801925",5,4834,4834,2199.257079,"{16,32}"
"389","0004073680",9,8253,8240,3396.972652,"{27,46}"
"390","0004155883",4,8240,8240,1102.321388,"{26}"
"391","0004246898",7,8854,8852,1469.505775,"{21}"
"392","0004251419",11,101518,66622,4409.768141,"{48}"
"393","0004269833",1,13813,13813,287.1331,"{04}"
"394","0004280665",11,7025,7025,3927.711303,"{48}"
"395","0004285466",4,14852,14852,613.011679,"{48}"
"396","0004310298",7,6141,3509,2356.057162,"{38}"
"397","0004318929",1,5746,5746,746.556027,"{55}"
"398","0004319372",6,14386,14380,7819.15582,"{27}"
"399","0004319703",7,43836,33813,5015.907254,"{39}"
"400","0004320362",1,6361,6347,355.707431,"{35}"
"401","0004320545",6,33707,33658,1071.414722,"{55}"
"402","0004320909",5,3707,3202,829.710815,"{48}"
"403","0004321451",3,13731,13731,210.693234,"{53}"
"404","0004322269",2,6396,5745,918.357706,"{18}"
"405","0004322350",10,61467,61467,2890.720031,"{13,45}"
"406","0004322913",4,8140,8140,76.835223,"{18}"
"407","0004323499",7,3501,3501,1155.555363,"{17}"
"408","0004328118",1,8651,8651,102.601681,"{40}"
"409","0004330908",3,2139,2139,473.707359,"{19}"
"410","0004334017",2,2102,2102,287.402391,"{41}"
"411","0004337648",1,3253,3253,1303.847507,"{32}"
"412","0004339404",2,7154,7134,513.703929,"{13}"
"413","0004339453",6,5441,5441,1773.963865,"{17}"
"414","0004339800",17,163463,159537,10897.442026,"{32,49}"
"415","0004340949",1,8948,8948,249.408944,"{41}"
"416","0004341830",4,5844,5844,284.813586,"{22}"
"417","0004362364",11,5564,5183,3203.529451,"{20,40}"
"418","0004362372",7,8587,8492,5671.378663,"{48}"
"419","0004362505",1,1953,1178,288.689038,"{29}"
"420","0004365334",5,4440,3911,1159.554348,"{40}"
"421","0004380945",3,4237,4228,351.956206,"{18}"
"422","0004384525",7,12999,12999,425.496086,"{48}"
"423","0004924478",8,14938,13978,5140.516998,"{48}"
"424","0004925129",8,15571,15571,1990.708778,"{21}"
"425","0004926796",4,11913,7408,862.638978,"{01,47}"
"426","0004933032",2,6442,6442,796.324793,"{21}"
"427","0004939864",2,95,95,301.827213,"{08}"
"428","0004943221",18,236992,146610,11778.813298,"{48}"
"429","0004953980",1,1098,1098,111.669459,"{41}"
"430","0004970711",10,21360,21360,2483.484181,"{18}"
"431","0004984761",1,695,695,128.270341,"{46}"
"432","0004986410",1,3550,3550,221.947081,"{41}"
"433","0005015607",4,8847,8847,1406.25103,"{36}"
"434","0005027941",17,165307,165282,3099.329328,"{05,28,40,48}"
"435","0005041991",2,632,632,297.838956,"{17}"
"436","0005061189",2,3495,3495,384.364784,"{29}"
"437","0005069299",12,44434,30880,1454.895719,"{47}"
"438","0005221866",3,10700,10700,1029.357231,"{55}"
"439","0005450507",6,17430,17430,2135.022524,"{13,37,47}"
"440","0005622675",8,7872,7872,2989.609143,"{27,46}"
