"","frn","cnt_co","cnt_services","cnt_locations","area_sqkm2","states"
"742","0003733813",403,10709,10709,3166.227573,"{01,04,05,06,08,09,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56}"
"743","0003733847",1,460,460,17.499602,"{29}"
"744","0003734167",1,1603,1603,11.569319,"{20}"
"745","0003734183",29,170,154,60.517837,"{10,34,36,42}"
"746","0003734803",3,23712,20633,1252.20122,"{17}"
"747","0003734951",2,883,883,291.618036,"{19}"
"748","0003735016",10,227324,224598,593.034831,"{11,24,51}"
"749","0003735784",9,674544,629626,1214.424165,"{17,18}"
"750","0003735867",2,5120,5120,186.643077,"{42}"
"751","0003736246",6,5029,5013,1327.174996,"{29}"
"752","0003737194",15,10235,10235,8943.971418,"{31}"
"753","0003737673",12,157901,157796,3580.470298,"{42}"
"754","0003738416",9,29906,29891,1709.424405,"{27}"
"755","0003738465",1,5914,5914,33.454094,"{27}"
"756","0003738655",9,86548,83537,1961.781693,"{22}"
"757","0003738739",1,8104,8104,347.674096,"{48}"
"758","0003738986",3,3881,3799,3956.024886,"{41}"
"759","0003738994",1,622,622,585.840737,"{41}"
"760","0003739075",3,543,543,139.492325,"{39}"
"761","0003739208",6,7200,7192,1399.799489,"{18}"
"762","0003739216",5,17897,17897,1251.653038,"{18}"
"763","0003739380",5,25948,25095,2494.614405,"{21,54}"
"764","0003739513",1,579,579,144.163501,"{02}"
"765","0003739521",5,5319,4796,2407.548054,"{02}"
"766","0003739554",1,2798,2798,1468.181072,"{02}"
"767","0003739976",3,1027,1027,2014.106732,"{46}"
"768","0003740008",3,2124,2124,646.909473,"{27}"
"769","0003740040",14,12361,12361,7352.394428,"{27,38}"
"770","0003740412",1,393,393,54.26779,"{17}"
"771","0003740446",1,666,654,119.612987,"{17}"
"772","0003740628",5,8286,8286,3387.702558,"{38}"
"773","0003741253",11,13622,13622,9383.398653,"{38,46}"
"774","0003741386",10,20006,20006,2025.667842,"{45}"
"775","0003741436",5,4902,4902,2169.459995,"{19,27}"
"776","0003741493",3,15900,10026,1318.085701,"{27}"
"777","0003741535",3,6256,6250,541.391851,"{27}"
"778","0003741576",7,9098,9098,4159.67476,"{27}"
"779","0003741642",2,781,781,307.154669,"{19}"
"780","0003741857",2,14087,13940,685.938185,"{17}"
"781","0003741956",4,1241,1241,745.722405,"{29}"
"782","0003741964",4,2044,2044,606.045681,"{19}"
"783","0003742038",3,801,801,281.453311,"{19}"
"784","0003742046",3,2810,2810,261.314849,"{27}"
"785","0003742103",7,2658,1758,2766.18871,"{35,48}"
"786","0003742343",3,5319,5319,764.526895,"{48}"
"787","0003742806",1,2128,2128,312.422793,"{55}"
"788","0003742954",6,3707,3707,1413.641186,"{17}"
"789","0003743358",1,3588,3578,1637.947585,"{31}"
"790","0003744125",2,6110,4994,1406.972091,"{55}"
"791","0003744141",6,28063,26637,1275.355631,"{55}"
"792","0003744273",2,3357,2197,300.70826,"{27}"
"793","0003744463",8,45751,24770,7675.450212,"{30,56}"
"794","0003744513",4,3638,3635,310.241597,"{27}"
"795","0003744547",1,304,304,95.857066,"{27}"
"796","0003744562",1,778,553,161.092817,"{27}"
"797","0003744570",2,971,780,387.714552,"{27}"
"798","0003744596",2,3369,3369,1065.195572,"{55}"
"799","0003745130",3,1333,1333,346.173322,"{19,27}"
"800","0003745700",4,629,629,95.387558,"{39}"
"801","0003745734",4,78154,78154,1011.996861,"{37}"
"802","0003745767",1,4468,4468,8.909662,"{12}"
"803","0003745791",6,2745,2161,3837.130424,"{31}"
"804","0003745825",2,225,225,89.870806,"{19}"
"805","0003745908",1,1160,1160,10.887955,"{27}"
"806","0003745957",3,1344,1344,251.676984,"{19}"
"807","0003746013",6,7629,6072,1487.399878,"{27}"
"808","0003746088",3,5802,5802,1020.545955,"{20}"
"809","0003746104",1,1,1,0.391881,"{34}"
"810","0003746898",5,25440,20638,682.402605,"{22}"
"811","0003746989",6,13955,11498,901.026857,"{27}"
"812","0003747672",1,967,967,263.654919,"{17}"
"813","0003747722",6,4422,4422,1810.806083,"{27,46}"
"814","0003748043",1,227,227,26.827267,"{29}"
"815","0003748068",2,900,900,297.747834,"{19}"
"816","0003748084",1,1655,1655,250.244987,"{19}"
"817","0003748167",1,922,922,264.036425,"{19}"
"818","0003748191",2,2861,2765,668.687204,"{19}"
"819","0003748258",8,11683,10277,1716.055702,"{17,19}"
"820","0003748266",8,8521,8521,1377.530525,"{37}"
"821","0003748282",3,332,331,125.888662,"{19}"
"822","0003748340",3,2052,2052,337.702767,"{19}"
"823","0003748449",2,1514,1511,292.180476,"{19}"
"824","0003748506",2,400,400,209.677641,"{19}"
"825","0003748514",1,867,867,70.022702,"{19}"
"826","0003748522",2,238,233,174.519871,"{19}"
"827","0003748589",2,1462,1462,357.629899,"{19}"
"828","0003749082",2,7596,7596,323.629781,"{39}"
"829","0003749108",6,1370,1370,131.220976,"{19}"
"830","0003749116",2,5807,5807,227.100101,"{42,54}"
"831","0003749215",2,891,891,177.435281,"{19}"
"832","0003749264",3,4710,3210,622.514293,"{55}"
"833","0003749413",2,7280,7275,962.797128,"{36}"
"834","0003749512",1,193,193,102.899278,"{19}"
"835","0003749561",2,1242,1242,170.789881,"{19}"
"836","0003749587",3,1014,1014,345.495154,"{19}"
"837","0003749678",5,62969,60589,326.494346,"{48}"
"838","0003749819",1,1023,1023,91.496536,"{36}"
"839","0003749843",4,4969,4797,1238.129204,"{36,42}"
"840","0003749983",1,135,135,22.105747,"{53}"
"841","0003750171",6,10523,10523,962.664373,"{17}"
"842","0003752466",2,2069,2069,122.02907,"{21}"
"843","0003752508",3,1008,1008,165.455786,"{19}"
"844","0003752730",1,10738,5369,373.950611,"{21}"
"845","0003753639",2,19934,19934,514.402732,"{47}"
"846","0003754785",7,269027,268962,2655.609476,"{34,42}"
"847","0003755642",10,24968,17582,5306.303089,"{19}"
"848","0003755808",3,2156,2156,1737.138461,"{38}"
"849","0003755832",2,1473,1473,1474.548368,"{38}"
"850","0003756764",2,667,667,181.568016,"{19}"
"851","0003756798",3,6627,6001,223.045226,"{19}"
"852","0003757341",9,229024,213583,1133.029746,"{26,39}"
"853","0003757366",2,292,292,19.977034,"{27}"
"854","0003757432",1,11821,9983,803.284116,"{12}"
"855","0003757556",1,3060,3060,42.563642,"{01}"
"856","0003757564",2,890,820,65.764101,"{48}"
"857","0003757580",1,1838,1663,51.741388,"{48}"
"858","0003757788",2,185,185,112.128483,"{19}"
"859","0003757838",2,449,449,192.289128,"{19}"
"860","0003758109",1,528,528,136.218411,"{19}"
"861","0003759040",1,900,900,19.675982,"{37}"
"862","0003759099",1,1013,1013,3.707644,"{37}"
"863","0003759859",7,9179,9161,2588.528903,"{27}"
"864","0003762010",17,154898,109210,1956.647662,"{37,45}"
"865","0003762465",1,12042,11293,461.56091,"{53}"
"866","0003763471",34,125965,125965,30813.168145,"{48}"
"867","0003763489",1,3197,3197,412.897071,"{37}"
"868","0003764487",34,349,317,118.761926,"{17,18,26,39}"
"869","0003764735",2,1497,1497,305.118793,"{17}"
"870","0003764966",1,744,744,137.750071,"{06}"
"871","0003765617",47,417155,405118,14206.62812,"{21,24,36,39,42,54}"
"872","0003765781",2,7160,7160,431.352617,"{21}"
"873","0003766201",2,1136,1136,598.27412,"{08}"
"874","0003766680",5,7745,6321,688.387542,"{20}"
"875","0003767639",42,237252,237252,1585.467951,"{16,17,27,30,33,35,37,53,55}"
"876","0003768025",7,16171,15624,2256.412748,"{19}"
"877","0003768165",907,37407824,37364949,320078.409243,"{01,04,05,06,08,09,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55}"
"878","0003768215",3,3450,3450,180.557769,"{19}"
"879","0003770815",3,1045,1045,285.894974,"{27,46}"
"880","0003770948",2,7292,7235,518.80364,"{27}"
"881","0003772274",1,49,49,50.289456,"{29}"
"882","0003772290",3,9460,9460,160.20328,"{29}"
"883","0003772753",4,13200,13200,1686.64148,"{25,36}"
"884","0003772787",2,826,826,231.099027,"{19}"
"885","0003772993",2,660,660,158.08376,"{17}"
"886","0003773025",2,916,916,122.372645,"{17}"
"887","0003773405",3,6781,6781,363.628984,"{55}"
"888","0003773454",2,183,183,90.969204,"{17,55}"
"889","0003773504",4,5382,5382,707.931879,"{19}"
"890","0003773520",1,2171,2171,526.833934,"{55}"
"891","0003773579",1,2675,2675,411.734084,"{55}"
"892","0003773629",3,3716,3716,737.567548,"{55}"
"893","0003773702",2,5540,3887,699.014516,"{55}"
"894","0003773751",3,697,451,310.94948,"{27}"
"895","0003773777",2,2346,1543,417.17937,"{27}"
"896","0003773827",4,1189,1189,349.741326,"{19}"
"897","0003773975",3,2258,2058,638.205722,"{19,27}"
"898","0003773991",3,1454,1454,347.700398,"{27}"
"899","0003774056",4,1024,1024,508.575595,"{27}"
"900","0003774098",6,8881,7554,720.994475,"{05}"
"901","0003774262",1,63,63,109.983744,"{27}"
"902","0003774296",4,5678,5678,1426.137708,"{55}"
"903","0003774320",4,1521,1013,163.780219,"{17,55}"
"904","0003774429",4,3067,3067,723.911741,"{55}"
"905","0003774460",1,102,102,154.849208,"{27}"
"906","0003774478",2,882,882,149.270426,"{27}"
"907","0003774494",3,2550,2550,555.494779,"{55}"
"908","0003775749",1,3947,2326,91.88994,"{55}"
"909","0003776507",12,10047,7546,2231.237194,"{31}"
"910","0003777448",3,2263,2263,391.482948,"{49}"
"911","0003777885",3,7350,7350,1245.603434,"{55}"
"912","0003778594",3,6146,6146,1221.64531,"{05}"
"913","0003778628",11,22692,21686,754.068457,"{39}"
"914","0003779675",1,4823,4714,412.070782,"{36}"
"915","0003781200",5,5110,4840,990.533086,"{18}"
"916","0003781556",4,12371,11693,1560.274272,"{19}"
"917","0003783123",142,586211,437321,57879.294822,"{05,35,40,48}"
"918","0003783255",4,5516,5516,343.505995,"{17}"
"919","0003784352",1,16,16,1.002053,"{19}"
"920","0003784477",20,16151,16151,15455.81394,"{38,46}"
"921","0003785300",1,52,52,663.590534,"{53}"
"922","0003786936",1,5220,4452,736.569371,"{35}"
"923","0003789765",1,841,798,7.539428,"{20}"
"924","0003790003",1,842,842,14.470986,"{19}"
"925","0003792686",4,10766,10766,181.031723,"{19,46}"
"926","0003793726",1,10383,9872,447.325388,"{24}"
"927","0003794765",1,2292,2292,12.919494,"{19}"
"928","0003795697",5,1884,1884,943.759126,"{17}"
"929","0003795739",2,2461,2461,123.673708,"{18}"
"930","0003795747",2,731,729,111.162313,"{17}"
"931","0003795754",1,576,576,121.577014,"{17}"
"932","0003800117",2,99,99,454.08759,"{02}"
"933","0003801651",447,8826083,7804193,163620.675888,"{05,20,28,29,40,48}"
"934","0003801891",5,67268,67268,3492.42456,"{48}"
"935","0003805041",1,21924,21924,80.938795,"{47}"
"936","0003806668",94,207402,207402,10651.004874,"{01,12,28,47}"
"937","0003911385",91,304556,232047,41692.711136,"{19,29}"
"938","0003911567",1,1994,1994,14.606221,"{19}"
"939","0003936994",4,5044,5044,439.038783,"{18}"
"940","0003944527",3,50840,50840,2587.600036,"{04,06}"
"941","0004036778",165,475769,472574,18533.497746,"{01,12,13,21,28,37,47,51}"
"942","0004052577",3,4670,4670,505.143839,"{42}"
"943","0004052791",2,3987,3987,675.743983,"{04}"
"944","0004056248",2,1580,1580,140.353148,"{19}"
"945","0004056602",3,13699,13699,699.489996,"{23}"
"946","0004057147",6,37545,37545,1983.784796,"{36,42}"
"947","0004067914",2,110,110,18.361285,"{40}"
"948","0004068474",1,2367,2367,141.406628,"{36}"
"949","0004069167",12,23356,23344,2632.46669,"{27}"
"950","0004074779",4,11910,11910,587.228758,"{01}"
"951","0004074845",1,12112,12112,132.391035,"{05}"
"952","0004112835",3,24290,12145,1308.447833,"{42}"
"953","0004119376",1,4489,4439,224.327627,"{41}"
"954","0004122651",2,15673,15673,2131.056636,"{53}"
"955","0004142683",7,127050,124945,2952.221427,"{18}"
"956","0004156139",4,8245,5130,1067.061968,"{26}"
"957","0004207239",15,127072,82781,4007.062755,"{13,37}"
"958","0004242723",4,45407,45064,475.734244,"{66,69}"
"959","0004255303",4,14950,12799,998.988896,"{16,41}"
"960","0004260436",13,58501,58501,5148.089764,"{21,47}"
"961","0004261061",10,25933,24796,2194.023409,"{21}"
"962","0004262853",3,945,945,2599.834155,"{31}"
"963","0004266664",2,2471,2471,675.978897,"{04}"
"964","0004266938",29,223351,221324,1663.05642,"{22,48}"
"965","0004268918",3,4595,4593,788.19234,"{05}"
"966","0004269528",2,1233,1233,261.882449,"{29}"
"967","0004269718",3,10826,10824,2058.306469,"{40}"
"968","0004269775",1,5,5,2.114592,"{29}"
"969","0004269809",3,876,876,135.598564,"{29,40}"
"970","0004269817",3,483,483,152.853885,"{05,29,40}"
"971","0004273454",1,6409,6409,398.729232,"{41}"
"972","0004273728",10,67896,57390,3206.82289,"{48}"
"973","0004273751",2,476,476,139.4049,"{28}"
"974","0004273850",13,3253,3248,3222.105457,"{48}"
"975","0004274007",4,5130,5130,868.630372,"{22}"
"976","0004274890",8,10771,8302,769.464519,"{37,47,51}"
"977","0004275137",4,14739,10493,1563.543391,"{48}"
"978","0004278339",12,39246,39246,5578.913795,"{22,48}"
"979","0004278420",15,4045,3597,4810.924815,"{40,48}"
"980","0004278453",4,2124,2124,3560.543182,"{48}"
"981","0004279154",5,10910,10910,327.34037,"{17,19}"
"982","0004283917",2,2184,2184,123.224056,"{05}"
"983","0004285474",3,5479,5476,1287.029123,"{48}"
"984","0004285623",5,9204,9204,1817.008948,"{48}"
"985","0004287538",2,1389,1386,488.284713,"{05}"
"986","0004296356",4,1159,1159,379.772904,"{04,37,39}"
"987","0004301339",2,4475,4475,200.457572,"{17}"
"988","0004301370",1,4064,4064,160.638372,"{17}"
"989","0004301388",7,6808,6808,176.69363,"{17}"
"990","0004306825",2,14941,14941,2038.125436,"{13}"
"991","0004309522",10,3818,3818,976.11919,"{40,48}"
"992","0004309548",4,22532,21221,1139.879012,"{47}"
"993","0004310694",2,2395,2395,354.270144,"{20}"
"994","0004311304",3,3025,3025,1374.76408,"{27}"
"995","0004311320",3,3433,3433,344.922471,"{55}"
"996","0004311528",8,8062,6287,1413.561654,"{54}"
"997","0004311627",1,173,173,800.880588,"{08}"
"998","0004311809",2,1053,1053,973.353205,"{08}"
"999","0004312187",4,2979,1710,3086.555824,"{08}"
"1000","0004313243",2,3357,2782,100.842161,"{27}"
"1001","0004313342",10,31764,31752,8871.069686,"{38}"
"1002","0004313953",2,1224,1224,107.296988,"{36}"
"1003","0004314100",1,737,732,1106.086391,"{31}"
"1004","0004314316",3,3488,1744,1319.13,"{08}"
"1005","0004314605",7,8007,7472,836.089729,"{36}"
"1006","0004315362",2,3382,3381,185.291124,"{36}"
"1007","0004315461",3,1584,1580,1017.132745,"{41}"
"1008","0004317368",2,1185,1185,321.900115,"{01}"
"1009","0004317731",9,5994,5601,10683.464097,"{08}"
"1010","0004318556",1,130,130,22.952266,"{27}"
"1011","0004318846",1,1480,1427,553.209956,"{51}"
"1012","0004319026",7,2169,2169,572.808024,"{19,27}"
"1013","0004319117",1,707,707,149.941314,"{17}"
"1014","0004319406",57,4760,4760,389.074804,"{26,39,42}"
"1015","0004319737",2,4316,4316,490.2198,"{39}"
"1016","0004320065",6,17301,17295,304.469943,"{45}"
"1017","0004320107",3,3287,3287,223.413529,"{45}"
"1018","0004320164",6,7163,7045,2105.598747,"{27}"
"1019","0004320297",2,808,808,2182.481623,"{35}"
"1020","0004320412",2,587,580,735.338814,"{40,48}"
"1021","0004320883",2,1630,1619,528.816088,"{48}"
"1022","0004321113",4,1604,1600,635.853914,"{48}"
"1023","0004321733",4,8349,6852,1029.602733,"{48}"
"1024","0004321790",10,87466,83057,4567.16806,"{16}"
"1025","0004322053",1,503,489,184.261232,"{20}"
"1026","0004322079",3,905,905,446.899968,"{20}"
"1027","0004322095",1,407,259,152.142117,"{27}"
"1028","0004322178",9,21100,18066,1759.607439,"{26,55}"
"1029","0004322335",2,876,870,286.766603,"{19}"
"1030","0004322665",24,86987,82838,3141.261654,"{27,38}"
"1031","0004322889",3,891,891,916.848397,"{20}"
"1032","0004322897",17,33357,33357,2696.246777,"{18}"
"1033","0004323507",4,1387,1385,227.957979,"{17}"
"1034","0004323556",1,121,120,74.424156,"{27}"
"1035","0004324570",1,526,526,10.421163,"{36}"
"1036","0004324620",2,11,11,11.759392,"{39}"
"1037","0004324661",2,1661,898,887.30631,"{30}"
"1038","0004324802",2,5544,5543,860.057598,"{42}"
"1039","0004324828",2,1004,1004,123.07019,"{39}"
"1040","0004325148",1,9416,4754,203.616022,"{02}"
"1041","0004325205",20,260,259,89.865928,"{34}"
"1042","0004325403",4,4047,4047,469.438924,"{05}"
"1043","0004326070",2,127,127,639.799525,"{08}"
"1044","0004326815",5,5987,5987,1355.733495,"{19,27}"
"1045","0004326849",3,4678,4678,230.504513,"{27}"
"1046","0004326872",3,1196,1196,465.528749,"{27}"
"1047","0004327201",14,25262,25262,3981.079223,"{17}"
"1048","0004327417",4,319,287,519.450493,"{31}"
"1049","0004327961",3,616,616,237.956563,"{27}"
"1050","0004328134",1,2274,2274,246.171716,"{27}"
"1051","0004328472",1,273,273,592.619223,"{08}"
"1052","0004328654",2,1785,1254,126.553417,"{39}"
"1053","0004328688",5,17817,17817,534.654267,"{39}"
"1054","0004328704",4,16436,16434,1043.375446,"{18}"
"1055","0004329223",2,6913,3764,53.669288,"{39}"
"1056","0004329264",3,80,80,60.919967,"{15}"
"1057","0004329314",12,50709,37653,8749.962283,"{31}"
"1058","0004329330",3,2293,2293,272.034449,"{39}"
"1059","0004329348",4,640,640,1365.572707,"{20,31}"
"1060","0004329538",3,4812,3888,918.098442,"{18}"
"1061","0004329587",10,9386,9370,4063.223257,"{46}"
"1062","0004329611",5,2819,2819,599.662583,"{27}"
"1063","0004329629",1,588,588,240.049398,"{27}"
"1064","0004329652",1,2999,2999,606.43987,"{27}"
"1065","0004329710",1,3645,3567,160.850026,"{41}"
"1066","0004329785",1,185,185,55.239015,"{17}"
"1067","0004329884",1,3139,3133,193.345909,"{53}"
"1068","0004330007",3,6285,6285,401.367611,"{18}"
"1069","0004330205",2,2678,2678,348.900754,"{18,30}"
"1070","0004330353",1,3573,3573,242.673484,"{53}"
"1071","0004330387",2,163,163,119.219393,"{18}"
"1072","0004330866",2,295,291,224.740609,"{31}"
"1073","0004330874",14,17854,11910,8691.386879,"{48}"
"1074","0004330890",3,1345,1345,467.955253,"{31}"
"1075","0004330940",1,1118,1118,167.05542,"{19}"
"1076","0004330965",4,774,773,487.407607,"{19}"
"1077","0004331039",2,1116,1116,355.804171,"{19}"
"1078","0004331047",6,28825,27264,2914.488657,"{21}"
"1079","0004331062",5,1052,1052,670.116019,"{19}"
"1080","0004331070",4,738,738,1183.369352,"{31}"
"1081","0004331682",1,6604,6604,524.358292,"{36}"
"1082","0004331724",4,1314,1314,6273.427111,"{30}"
"1083","0004332128",2,1328,1328,126.765088,"{17}"
"1084","0004332912",7,31028,18971,3566.814176,"{18}"
"1085","0004333035",3,9069,9069,2330.760011,"{48}"
"1086","0004333043",3,3635,3635,446.834628,"{13}"
"1087","0004333050",4,5897,5897,400.169717,"{19}"
"1088","0004333266",4,10717,10717,654.438983,"{18,39}"
"1089","0004333407",1,13205,8611,486.697952,"{48}"
"1090","0004334439",1,3517,3464,537.127638,"{36}"
"1091","0004334918",1,1604,1604,538.194194,"{31}"
"1092","0004334934",5,10969,7792,1210.957402,"{13}"
"1093","0004334975",5,2051,2051,236.167839,"{27,55}"
"1094","0004335287",7,1315,1313,583.213673,"{55}"
"1095","0004335394",1,2423,2423,328.412209,"{36}"
"1096","0004335873",3,1920,1735,1326.332394,"{51}"
"1097","0004336871",1,589,589,21.334069,"{19}"
"1098","0004337002",2,4414,4414,1674.81951,"{54}"
"1099","0004337044",9,10167,10167,3354.126763,"{29}"
"1100","0004337218",1,3746,3746,378.460807,"{36}"
"1101","0004337283",4,7433,7433,492.657071,"{36}"
"1102","0004337374",3,2172,1939,2731.308293,"{08,31}"
"1103","0004337689",2,603,603,89.683158,"{41}"
"1104","0004337721",2,1820,1820,405.547697,"{41}"
"1105","0004338026",2,1672,1672,601.87918,"{23}"
"1106","0004338307",4,954,923,398.502859,"{19,31,46}"
"1107","0004338315",7,45364,19916,2043.19379,"{19,27}"
"1108","0004338489",2,523,521,962.523912,"{08}"
"1109","0004338851",2,1075,1074,159.590688,"{39}"
"1110","0004339487",6,25464,25464,850.722918,"{17,29}"
"1111","0004339768",11,13,13,5.132657,"{06,11,13,17,36,48,51}"
"1112","0004339933",4,18123,17500,255.86964,"{66,69}"
"1113","0004339982",2,33,33,28.124801,"{02}"
"1114","0004340410",8,7032,3749,2205.653104,"{20,31}"
"1115","0004341285",7,77250,43611,1974.548274,"{37}"
"1116","0004341798",1,1065,1016,95.573389,"{39}"
"1117","0004341855",4,3377,3377,1200.719322,"{22}"
"1118","0004342473",5,7315,6255,691.164582,"{26}"
"1119","0004344776",1,1171,882,20.009387,"{40}"
"1120","0004346474",1,9974,9971,183.627061,"{48}"
"1121","0004349734",11,194381,171637,562.487023,"{18,26}"
"1122","0004350252",3,11336,9701,175.084724,"{69}"
"1123","0004350930",6,8,8,5.348638,"{26,40,48}"
"1124","0004356952",1,1793,934,113.989627,"{50}"
"1125","0004359279",2,11839,11839,297.775991,"{48}"
"1126","0004360731",8,18224,10392,743.823112,"{56}"
"1127","0004364022",12,35351,21512,9519.953022,"{38,46}"
"1128","0004365276",2,186,179,97.265608,"{40}"
"1129","0004365318",3,9432,9005,1380.102483,"{40}"
"1130","0004365516",3,801,796,333.430235,"{13}"
"1131","0004371795",5,2345,2340,238.812339,"{18}"
"1132","0004372322",697,9923489,9923489,727027.095003,"{05,06,17,19,20,21,23,24,29,31,33,37,40,41,42,46,47,48,50,51,53,54,55}"
"1133","0004374039",1,4992,3010,53.173996,"{48}"
"1134","0004374047",3,1960,1960,112.478801,"{29}"
"1135","0004374153",1,1651,1644,397.430935,"{50}"
"1136","0004374187",2,2373,2373,381.451335,"{36}"
"1137","0004379707",1,6919,6919,167.563822,"{24}"
"1138","0004379715",3,3753,3753,659.413706,"{36,42}"
"1139","0004379723",3,2347,2278,145.452322,"{42}"
"1140","0004379731",2,3098,3098,257.959693,"{54}"
"1141","0004379749",1,512,512,58.420596,"{42}"
"1142","0004380952",2,1946,1946,213.449893,"{55}"
"1143","0004380986",2,1032,1032,261.274063,"{55}"
"1144","0004381174",1,1373,1373,48.671054,"{41}"
"1145","0004381281",1,1627,1627,132.393531,"{39}"
"1146","0004381323",2,1683,1683,263.390346,"{48}"
"1147","0004381380",57,70067,34235,37849.86043,"{08,20,31,46}"
"1148","0004381422",13,18705,12161,1933.167741,"{51}"
"1149","0004381505",4,1563,1562,36.550047,"{12,36}"
"1150","0004381547",2,31,31,58.415808,"{41}"
"1151","0004381729",2,1249,1249,49.094094,"{55}"
"1152","0004383022",4,39,39,4.758878,"{19}"
"1153","0004384111",2,1441,1438,106.327856,"{33}"
"1154","0004384517",9,4102,3970,4285.164452,"{48}"
"1155","0004427803",1,5538,5538,334.737121,"{42}"
"1156","0004491544",1,2592,2592,125.105915,"{36}"
"1157","0004519732",3,1448,1448,3248.798928,"{02}"
"1158","0004523817",1,434,434,388.740235,"{41}"
"1159","0004530812",4,8433,8433,3213.834643,"{35}"
"1160","0004533105",3,27513,22453,5672.874082,"{49}"
"1161","0004533196",1,3368,3368,194.45267,"{49}"
"1162","0004551347",10,219096,43382,7015.787953,"{40}"
"1163","0004555595",3,31754,31754,258.771376,"{78}"
"1164","0004560645",8,25354,14106,1818.94108,"{47}"
"1165","0004561429",4,4543,4543,1371.206785,"{01}"
"1166","0004565057",2,566,566,460.134549,"{47}"
"1167","0004579496",3,660,660,203.94008,"{13}"
"1168","0004587820",3,180,180,137.976023,"{13}"
"1169","0004759411",2,81155,81155,281.328595,"{29}"
"1170","0004770475",6,1349,1347,458.394778,"{19}"
"1171","0004770525",4,97,97,212.717176,"{19}"
"1172","0004776464",5,5813,5813,1399.751144,"{19}"
"1173","0004821989",11,27186,24196,4899.772275,"{17}"
"1174","0004837944",11,24482,24482,3292.506246,"{18}"
"1175","0004923934",1,1778,1778,8.415016,"{20}"
"1176","0004924809",5,14842,10032,2891.60193,"{49,56}"
"1177","0004924866",8,2595,2595,1947.323176,"{20,40}"
"1178","0004927802",12,14125,13142,3663.207987,"{26}"
"1179","0004928255",1,2927,1772,233.673844,"{01}"
"1180","0004928750",3,4261,4024,476.430009,"{20,29}"
"1181","0004928792",1,2,2,0.150858,"{29}"
"1182","0004929717",2,1474,1474,308.086199,"{28}"
"1183","0004930350",3,9822,6812,633.822058,"{23}"
"1184","0004930384",4,2166,2114,316.152625,"{23}"
"1185","0004933677",5,22027,18977,475.322853,"{48}"
"1186","0004935730",2,1096,1096,14.422917,"{46}"
"1187","0004937827",2,1136,1136,1021.705311,"{16}"
"1188","0004940664",13,32132,26407,7352.70952,"{20,31}"
"1189","0004941134",4,21416,20519,362.747906,"{48}"
"1190","0004942678",5,158,158,43.577588,"{27,38}"
"1191","0004942819",1,237,237,93.177234,"{51}"
"1192","0004948105",237,625092,625080,67490.587,"{01,04,06,08,12,13,16,18,21,23,26,27,28,33,36,37,39,40,41,42,45,47,50,51,53,54,55}"
"1193","0004950937",6,14368,14368,1540.811826,"{13}"
"1194","0004955837",2,1311,1271,225.850768,"{28}"
"1195","0004956652",3,16827,16755,1764.755962,"{50}"
"1196","0004957528",2,768,747,129.229672,"{26}"
"1197","0004961231",20,7601,7600,22049.499116,"{31}"
"1198","0004962015",6,3865,3865,199.52371,"{17}"
"1199","0004963088",3032,224975785,112497809,5669146.68198502,"{01,02,04,05,06,08,09,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56}"
"1200","0004963419",2,196,196,104.160342,"{33}"
"1201","0004964227",2,1918,1916,466.673628,"{28}"
"1202","0004965141",322,1878,1858,627.570871,"{01,04,05,06,08,09,10,11,12,13,16,17,18,19,20,21,22,24,25,26,27,28,29,31,32,34,35,36,37,38,39,40,42,44,45,47,48,49,51,53,55}"
"1203","0004965380",10,25046,25046,3048.442754,"{18,39}"
"1204","0004965992",31,15742,14485,5663.20915,"{05,29}"
"1205","0004966099",27,271094,191515,15825.767483,"{19,31}"
"1206","0004966131",3,30003,30003,870.471869,"{39,54}"
"1207","0004966149",1,3549,3549,51.032183,"{42}"
"1208","0004966552",4,17693,11940,2135.60152,"{40}"
"1209","0004966594",13,44353,34564,1950.225254,"{01,37}"
"1210","0004967014",7,78038,66105,1961.246824,"{45}"
"1211","0004967030",18,103480,82955,4408.115797,"{13}"
"1212","0004967055",12,103085,68146,3362.386068,"{36,42}"
"1213","0004967337",9,76197,64380,984.783311,"{48}"
"1214","0004967360",18,93293,85211,8556.191148,"{12,13}"
"1215","0004967600",16,149815,96268,2620.279353,"{39}"
"1216","0004967634",26,248429,219003,6228.9453,"{13,37,45}"
"1217","0004967683",45,270961,189719,15030.130718,"{39,42,54}"
"1218","0004967691",21,176522,126248,4617.854502,"{39,42,54}"
"1219","0004967725",88,381160,299982,20456.194826,"{01,13,47}"
"1220","0004967741",44,107082,90627,10300.622534,"{01,13,37}"
"1221","0004967774",7,12451,11562,1395.819606,"{28}"
"1222","0004967790",14,8926,7853,2505.14335,"{40}"
"1223","0004967808",17,32302,28517,3891.4621,"{48}"
"1224","0004967816",4,37609,27673,577.598608,"{21}"
