"brand_name","state_abbr","technology","provider_id","cnt_services","cnt_bcat_locations","count"
"Brightspeed","MO",50,"470022 ","19218","19218","1097"
"Pine Bluff Cable Television, Inc.","AR",40,"150334 ","19213","19213","1877"
"Rocky Mountain Internet Inc","MT",70,"420110 ","19213","19213","1267"
"Radio Link Internet","MN",70,"260038 ","19182","19182","3487"
"Charter Communications Inc","AL",50,"130235 ","19154","19154","4505"
"Brightspeed","MS",10,"470022 ","19121","19121","808"
"Mayfield Electric and Water Systems","KY",50,"150281 ","19116","19116","1802"
"AT&T Inc","FL",71,"130077 ","19080","19080","4911"
"Comporium Lancaster","SC",40,"131125 ","19062","19062","1333"
"BEK Communications Cooperative","ND",50,"130108 ","19025","19025","4058"
"Conxxus","IL",50,"370068 ","19011","19011","2613"
"Randolph Telephone Membership Corp","NC",50,"131089 ","19008","19008","1159"
"Mountain Rural Telephone Coop.,Corp.,Inc.","KY",50,"130865 ","18978","18978","1355"
"Splash Wireless Internet LLC","MO",70,"290097 ","18970","18970","2191"
"Foothills Rural Telephone Coop. Corp., Inc.","KY",50,"130507 ","18967","18967","1230"
"West River Telecommunications Cooperative","ND",50,"131465 ","18949","18949","3979"
"Triangle Communications","MT",71,"131367 ","18948","18948","4182"
"PathFinders USA Inc.","NV",70,"300137 ","18940","9470","987"
"VTX Communications, LLC","TX",50,"340001 ","18933","18933","2075"
"Callabyte","MO",50,"340012 ","18930","18930","1744"
"Comporium","SC",50,"131125 ","18893","18893","829"
"Bevcomm","MN",50,"130142 ","18886","18886","2250"
"Waupaca Online","WI",70,"440127 ","18849","11048","1301"
"Hill Country Telephone","TX",10,"130612 ","18825","18825","1519"
"Brightspeed","MO",70,"470022 ","18748","18748","5830"
"3 Rivers Communications","MT",50,"130002 ","18725","18725","3228"
"Vexus Fiber","LA",50,"150340 ","18633","18633","1592"
"United Communications Inc","TN",10,"131396 ","18625","18625","819"
"North Dakota Telephone Company","ND",50,"130885 ","18619","18619","4347"
"Norvado","WI",50,"130239 ","18599","18599","1916"
"Wisp West| Celerity Internet","SD",70,"340029 ","18566","18566","3303"
"IT Auditors PR  Corp","PR",70,"420064 ","18554","18554","618"
"Sunset Digital Communications, LLC","TN",50,"340070 ","18536","18536","1237"
"CEO Technologies","TX",70,"300036 ","18461","18461","1158"
"Mediacom-Bolt","MN",71,"130804 ","18447","18447","2381"
"North Coast Wireless Communications","OH",72,"410073 ","18380","18380","3199"
"Conexon Connect LLC","MO",50,"430114 ","18365","18365","2938"
"FOCUS BROADBAND","NC",10,"130082 ","18312","18312","890"
"Triangle Communications","MT",50,"131367 ","18306","18306","4344"
"DELCOM","TX",70,"130400 ","18297","18297","2260"
"Bullitt Communications","MT",70,"300125 ","18275","18275","1218"
"NaTel","IA",70,"131463 ","18236","18236","3510"
"Star Communications","NC",50,"131252 ","18163","18163","1199"
"FYBERCOM LLC","ID",71,"360134 ","18142","18142","2419"
"KGICOMMUNICATIONS LLC","VA",71,"380065 ","18133","18133","1225"
"PenTeleData","NJ",40,"131026 ","18110","18110","1196"
"Service Electric Cable TV","NJ",40,"330002 ","18110","18110","1196"
"Nuvera Communications, Inc.","MN",71,"130906 ","18073","18069","2629"
"Neubeam","VA",70,"320112 ","18027","18027","1267"
"Sandhill Telephone Cooperative, Inc.","SC",50,"131158 ","18007","17999","2176"
"Zito Media","FL",40,"160157 ","17992","17992","804"
"""EATEL Corp.""","LA",40,"130432 ","17962","17962","963"
"FrankfortPlantBoard","KY",40,"130445 ","17956","17956","905"
"Centranet, LLC","OK",50,"450026 ","17939","17939","1827"
"4 SIWI LLC","IL",70,"190501 ","17928","17928","2124"
"Cal-Ore Communications, Inc.","OR",71,"160127 ","17895","17895","1262"
"Mi-Fiber, LLC","IA",50,"370108 ","17879","17879","684"
"Snappy Internet & Telecom","FL",70,"230008 ","17828","17828","5020"
"Kosciusko Connect LLC","IN",50,"450063 ","17784","17784","1385"
"TruVista Communications - GA","GA",50,"130242 ","17780","17780","2424"
"Windstream Nebraska, Inc.","NE",70,"131413 ","17768","17768","3838"
"GigFire","SD",70,"480044 ","17736","17736","5410"
"MountaiNet Telephone Company","VA",50,"131170 ","17723","17723","1334"
"KNR Wireless  LLC.","IL",70,"350139 ","17704","17704","2393"
"Bluepeak","MN",40,"310023 ","17664","17664","1494"
"Rise Broadband","CO",72,"140048 ","17637","17637","1282"
"Surry Telephone Membership Corp","NC",10,"131283 ","17589","17589","972"
"Citizens Communications Broadband","IN",70,"130279 ","17575","17575","1408"
"Leaco Rural Telephone Cooperative, Inc.","NM",70,"130728 ","17544","17544","1969"
"Peoples Telephone Cooperative","TX",10,"131031 ","17544","17544","1418"
"EAST OTTER TAIL","MN",10,"130074 ","17533","17533","1666"
"Killians Electronics LLC","AL",70,"350060 ","17498","17498","2020"
"TEC, Bay Springs Division","MS",10,"131311 ","17382","17382","1594"
"Aroostook Technologies Inc.","ME",70,"340091 ","17376","17376","1435"
"Fixed Wirelesss","TX",70,"400021 ","17366","17366","1127"
"Maquoketa Valley Electric Cooperative","IA",50,"360052 ","17358","17358","2526"
"Charter Communications Inc","VT",40,"130235 ","17349","17349","1497"
"Smart Way Communications| LLC","OH",70,"310006 ","17335","17335","2385"
"Northwoods Connect","WI",72,"320120 ","17332","17332","1270"
"Breezeline","DE",40,"280001 ","17295","17295","681"
"Fidium","IL",50,"130335 ","17268","17268","1504"
"Starry Inc.","MA",71,"390110 ","17264","17264","3413"
"Georgia Windstream, LLC.","GA",50,"131413 ","17243","17243","1922"
"Rise Broadband","WY",70,"140048 ","17235","17235","1559"
"Eastex Telephone Cooperative, Inc.","TX",10,"130440 ","17148","17148","1857"
"Viasat Carrier Services","PA",60,"290111 ","17121","17121","3234"
"VERIZON","DC",71,"131425 ","17118","15172","3099"
"BridgeMAXX Suncoast Broadband","KY",70,"290009 ","17113","17113","2029"
"NKTELCO","OH",50,"130903 ","17069","17069","1217"
"Premier Communications","IA",40,"130877 ","17058","8529","801"
"Ben Lomand Communications, LLC","TN",50,"130112 ","17055","17055","1390"
"Echo Wireless","IN",70,"390035 ","17028","17028","1893"
"SkyNet Communications| LLC","MT",70,"330070 ","16979","16979","2104"
"LogonixCorporation","IL",70,"390068 ","16976","16976","2371"
"Comporium Fort Mill","SC",40,"131125 ","16911","16911","578"
"PearlComm Fiber","MS",50,"460064 ","16903","16903","1426"
"Optic Loop","UT",50,"460582 ","16884","16884","1226"
"Wayne Technologies LLC","MI",72,"440184 ","16884","16884","1427"
"Rise Broadband","KS",70,"140048 ","16876","16876","2369"
"Evertek, Inc.","IA",72,"131394 ","16873","16873","3823"
"Poka Lambro Telephone Cooperative, Inc.","TX",50,"131055 ","16871","16862","3093"
"Surry Telephone Membership Corp","NC",50,"131283 ","16835","16835","941"
"GoSEMO, LLC","MO",50,"390101 ","16819","16819","2269"
"Etex Communications","TX",71,"130464 ","16811","16811","1371"
"i3 Broadband","RI",40,"350085 ","16799","16799","968"
"Hinton Telephone Company","OK",71,"130614 ","16791","16791","2522"
"Broadband Corp","MN",72,"130161 ","16787","16787","2544"
"North Coast Wireless Communications","OH",70,"410073 ","16775","16775","2672"
"SmarterBroadBand","CA",71,"470069 ","16759","16759","1314"
"Chariton Valley Communication Corporation","MO",50,"130234 ","16746","16746","2280"
"N.E.T. Broadband","IA",72,"131394 ","16733","16733","2875"
"Charter Communications Inc","GA",50,"130235 ","16727","16727","3004"
"ProTek Fiber","IL",70,"360122 ","16689","16689","2137"
"Point Broadband Fiber Holding, LLC","MI",72,"340070 ","16685","16685","1616"
"Fidium","PA",50,"130335 ","16647","16647","512"
"Dickey Rural Telephone Coop","ND",50,"130405 ","16639","16639","3719"
"fiberfly","TX",70,"450048 ","16622","16622","869"
"Resound Networks","NM",71,"340061 ","16618","16618","1203"
"TDS Telecom","ME",10,"131310 ","16600","16600","1263"
"Orange County REMC","IN",50,"400105 ","16596","16596","1542"
"Computer Techniques, Inc.","IL",50,"290031 ","16590","16590","1755"
"Rebeltec Communications LLC","CO",70,"190313 ","16574","16574","2963"
"Reservation Telephone Cooperative","ND",50,"131102 ","16573","16573","3247"
"Columbia Power and Water Systems","TN",40,"260009 ","16571","16571","861"
"Vyve Broadband","CA",40,"410114 ","16547","16547","1034"
"ALE-NET INC","PR",70,"430186 ","16544","16544","531"
"Accel Wireless","CA",70,"340045 ","16530","16530","917"
"Susquehanna Broadband","PA",72,"430079 ","16507","16507","2458"
"Colorado Central Telecom","CO",70,"310019 ","16495","16495","1412"
"Windstream Communications Kerrville, LLC","TX",10,"131413 ","16455","16455","895"
"Blackfoot Telephone Cooperative, Inc.","MT",10,"130132 ","16449","16449","2339"
"Allo Communications, LLC","CO",50,"190504 ","16407","16407","1049"
"Visionary Broadband","MT",70,"300171 ","16405","16405","1550"
"First Light Fiber, LLC dba ACE Fiber","MS",50,"430033 ","16377","16377","1209"
"Zito Media","NC",50,"160157 ","16362","16362","892"
"TSC","OH",10,"150266 ","16334","16334","1287"
"McDonough Telephone Cooperative Inc","IL",50,"130799 ","16304","16304","2904"
"Charter Communications Inc","MS",40,"130235 ","16286","16286","835"
"Grand River Mutual Telephone Corporation","MO",50,"130560 ","16218","16218","4246"
"Ting","VA",50,"400046 ","16176","16176","712"
"Jo-Carroll Energy, Inc. (NFP)","IL",70,"300074 ","16162","16162","2583"
"MR Systems Wireless","IL",70,"350068 ","16149","16149","3593"
"Smartcom Telephone, LLC","TX",50,"131206 ","16139","16139","3064"
"Venture Communications Cooperative, Inc.","SD",50,"131422 ","16137","16137","3916"
"TruVista Communications - GA","GA",40,"130242 ","16125","16125","1566"
"Charter Communications Inc","MI",50,"130235 ","16121","16121","4629"
"Cox Communications","CA",50,"130360 ","16105","16105","566"
"Tularosa Communications, Inc.","NM",72,"131383 ","16035","16035","1052"
"DC Access LLC","DC",70,"150249 ","16031","16031","470"
"Mission Valley Communications, LLC.","TX",70,"300092 ","16019","16019","892"
"Google Fiber","GA",50,"240041 ","16017","16017","985"
"DuoBroadband","KY",50,"130423 ","16013","16013","1334"
"NetSpeed LLC","PA",50,"370074 ","15980","15980","1555"
"Optimum","NM",40,"130370 ","15974","15974","1221"
"EchoNet Wireless Puerto Rico LLC","PR",70,"480033 ","15970","15970","394"
"Total HighSpeed Internet Solutions","MO",50,"260056 ","15970","15970","1547"
"Nuwave Technology Inc.","OH",70,"350073 ","15967","15967","1896"
"Windstream Conestoga, Inc.","PA",50,"131413 ","15915","15915","1396"
"Blue Pulse Networks LLC","AR",70,"360010 ","15905","15905","1305"
"Good Connections  LLC","IN",70,"360118 ","15888","15888","2233"
"Visionary Broadband","NM",70,"300171 ","15887","15887","957"
"Thacker-Grigsby Telephone Company, Inc.","KY",50,"131328 ","15812","15812","1105"
"Great Plains Broadband LLC","NE",40,"130569 ","15810","7905","1022"
"VERIZON","AK",71,"131425 ","15804","15742","3649"
"OpenBroadband LLC","FL",72,"390082 ","15792","15792","1145"
"Alliance Communications Cooperative, Inc.","SD",50,"130040 ","15739","15739","2369"
"South Slope Cooperative Telephone Company ILEC","IA",50,"131222 ","15731","15731","1082"
"Hargray Communications","GA",50,"130183 ","15730","15730","600"
"Brightspeed","TX",50,"470022 ","15685","15685","684"
"Benton Rural Electric Association","WA",72,"190419 ","15673","15673","1914"
"Point Broadband Fiber Holding, LLC","MD",50,"340070 ","15668","15668","820"
"Dakota Central","ND",50,"130387 ","15641","15641","2977"
"HTSWIRELESS","OK",70,"400023 ","15631","15631","3742"
"Bug Tussel Wireless LLC","WI",50,"300025 ","15619","15619","1990"
"South Central Connect","AR",50,"390106 ","15597","15597","1838"
"BTC, Inc.","IA",50,"130154 ","15597","15597","2148"
"ArmstrongUtilitiesInc","WV",40,"130071 ","15590","15590","1102"
"Central Indiana Communications Inc","IN",50,"130586 ","15557","15557","1981"
"Zito Media","KY",40,"160157 ","15517","15517","1628"
"Breezeline","WV",40,"280001 ","15487","15487","1163"
"BuzzBroadband","AL",50,"130030 ","15468","15468","1574"
"Ridge Tower Network LLC","MI",70,"440167 ","15431","15431","1005"
"FTC DSI","SC",10,"130490 ","15417","15417","1365"
"BridgeMAXX Suncoast Broadband","MD",72,"290009 ","15396","15396","1678"
"NUconnect","TN",50,"400100 ","15383","15383","1370"
"RTC Communications","IN",50,"130393 ","15312","15312","1697"
"MEI","MI",72,"130097 ","15306","15306","1350"
"Piedmont Rural Telephone Cooperative, Inc.","SC",50,"131036 ","15299","15299","883"
"Southern Ohio Communications Inc","OH",71,"190335 ","15251","15251","1450"
"SBC-Wireless","CA",70,"390102 ","15203","15203","1133"
"Breezeline","ME",40,"280001 ","15187","15187","789"
"Anthem Broadband of Nevada","NV",50,"460004 ","15178","7589","410"
"West Kentucky Rural Telephone Coop Corp Inc","TN",50,"130068 ","15136","15136","1662"
"WEHCO Video","MS",40,"150334 ","15076","15076","720"
"Point Broadband Fiber Holding, LLC","OH",50,"340070 ","15068","15068","544"
"AIRECAST","AR",50,"131214 ","15051","15051","1862"
"AW Broadband","TX",72,"290053 ","15050","15050","1621"
"Ziply Wireless","OR",70,"420173 ","15024","15024","1843"
"MCG","IA",50,"130774 ","15002","15002","1218"
"Sierra Telephone Company, Inc.","CA",10,"131186 ","14987","14987","678"
"TDS Telecom","UT",50,"131310 ","14982","14982","754"
"Grand Mound Communications","IA",71,"130559 ","14956","14956","1242"
"Planters Rural Telephone Cooperative","GA",50,"131052 ","14941","14941","926"
"Chisholm Broadband","OK",72,"400008 ","14912","14912","2882"
"Wisp West| Celerity Internet","MT",70,"340029 ","14901","14901","2670"
"Nortex Communications Company","TX",50,"130925 ","14852","14852","1284"
"Optimum","TX",50,"130370 ","14848","14848","1157"
"Vermont Telephone Company","VT",50,"131426 ","14817","14817","1201"
"Pineland Telephone Cooperative","GA",50,"131041 ","14793","14793","2123"
"Optimum","KS",40,"130370 ","14790","14790","1624"
"OneSource Communications","TX",50,"380170 ","14775","14775","784"
"RTC Communications Corp.","IN",72,"131124 ","14680","14680","2819"
"SC BROADBAND","UT",50,"131219 ","14665","14665","853"
"River Canyon Wireless Inc","UT",72,"300132 ","14665","14665","1076"
"Palmetto Rural Telephone Cooperative, Inc.","SC",50,"131005 ","14615","14615","1193"
"MCC_Missouri_LLC","KS",40,"130804 ","14605","14605","2012"
"360 Communications, LLC","WA",70,"250003 ","14583","14583","1127"
"Sparklight","MN",40,"130183 ","14517","14517","796"
"Big Bend Telecom, LTD","TX",70,"130123 ","14497","14497","1895"
"DigitalC","OH",70,"410031 ","14495","14495","1085"
"Viaero Wireless","NE",71,"130886 ","14484","14484","7095"
"Lake County Broadband Solutions","CA",70,"370065 ","14481","14481","856"
"DMCI Broadband  LLC","MI",71,"290039 ","14475","14475","1804"
"Vyve Broadband","NC",50,"410114 ","14471","14471","1328"
"AT&T Inc","NC",71,"130077 ","14458","14458","3597"
"WeLink Communications, Inc","AZ",70,"460092 ","14454","14454","1232"
"Hotwire Communications","NC",50,"130623 ","14450","14450","1271"
"RIVERSTREET NETWORKS","VA",50,"131486 ","14381","14381","1100"
"Bulloch County Rural Telephone Cooperative, Inc.","GA",50,"130176 ","14368","14368","1287"
"ETS Telco","ID",70,"450044 ","14358","14358","1847"
"TDS Telecom","SC",10,"131310 ","14303","14303","1315"
"Integrated Elements Ultd.","AZ",70,"470133 ","14292","14292","928"
"AlignTec Incorporated","CO",70,"290008 ","14282","14282","1085"
"DSI Stream","CA",70,"420036 ","14246","14246","816"
"Wes-Tex Telecommunications, Ltd.","TX",71,"131476 ","14216","14216","1352"
"BLUE STREAM","FL",40,"131060 ","14209","14209","1256"
"CVEC Fiber, LLC","OK",50,"440122 ","14191","14191","1012"
"SCI Broadband","MN",40,"190323 ","14190","14190","1112"
"Douglas County P.U.D. (wholesale)","WA",10,"190303 ","14173","14173","1030"
"Native Network Inc","WA",10,"370071 ","14173","14173","1030"
"FRONTIER","CA",70,"130258 ","14171","14171","3836"
"Acadianabroadband","LA",70,"390002 ","14166","14166","1399"
"Rocket Connect","MO",70,"360071 ","14131","14131","1902"
"Mediacom_Southeast_LLC","MS",40,"130804 ","14129","14129","1201"
"Scott Rice Tel. Co.","MN",10,"130906 ","14120","14120","590"
"Charter Communications Inc","LA",50,"130235 ","14109","14109","1652"
"Buckeye_Cablesystem","MI",40,"130137 ","14081","14081","566"
"FRONTIER","MN",50,"130258 ","14078","14078","681"
"UpNetWI","WI",70,"370132 ","14078","14078","2443"
"BTC Fiber","TN",10,"130136 ","14066","14066","1252"
"Mojo Broadband","AZ",70,"410054 ","14064","14064","998"
"Comporium Brevard","NC",40,"131125 ","14054","14054","789"
"Windstream Buffalo Valley, Inc.","PA",10,"131413 ","14053","14053","1289"
"Midco","ND",50,"130821 ","14050","7025","835"
"WiSpan Internet LLC","IN",70,"380150 ","14048","14048","1649"
"Windstream Georgia, LLC","GA",50,"131413 ","14035","14035","1085"
"TDS Telecom","NC",50,"131310 ","14005","13967","638"
"KC Web","MO",70,"380064 ","13985","13985","2360"
"TDS Telecom","TX",40,"131310 ","13976","13976","1804"
"JCFiber","IN",50,"450060 ","13976","13976","1116"
"NT_Spark_LLC","MS",50,"440155 ","13966","13966","1247"
"Panhandle Telephone","OK",50,"131007 ","13961","13961","3317"
"Wtechlink","OR",50,"400130 ","13953","13953","1129"
"Indian Wells Valley Internet Service Provider","CA",70,"470037 ","13923","13923","980"
"Vyve Broadband","NE",40,"410114 ","13901","13901","2292"
"Mediacom_Minnesota_LLC","SD",40,"130804 ","13853","13853","1162"
"IT&E","GU",70,"220001 ","13853","13853","851"
"The North-Eastern Pennsylvania Telephone Company","PA",50,"131341 ","13842","13842","1330"
"United Sky","MO",70,"150327 ","13837","13837","2640"
"West Carolina Communications, LLC","SC",50,"131459 ","13832","13832","1210"
"Lynx WV","WV",70,"440150 ","13830","13830","1384"
"Heartland Telecommunications Company of Iowa","IA",50,"130877 ","13826","6913","1423"
"Accipiter Communications Inc DBA Zona Wyyerd","AZ",50,"450174 ","13809","13809","444"
"Marquette Adams Telephone Coop, Inc","WI",50,"130783 ","13778","13778","1371"
"Mosaic Technologies","WI",50,"130244 ","13752","13752","1565"
"Cox Communications","NE",50,"130360 ","13737","13737","882"
"TruVista Communications – CLEC","SC",50,"130242 ","13700","13700","1598"
"Bee Line Cable","ME",40,"190047 ","13699","13699","790"
"EFIBER","UT",50,"130453 ","13636","13636","1146"
"Pineland Communications, Inc.","GA",50,"131041 ","13610","13610","1864"
"Inland Cellular LLC","ID",71,"410192 ","13609","13609","1327"
"CentraCom","UT",50,"160127 ","13608","13608","1257"
"Blue Ridge Internet L.L.C.","TX",70,"480012 ","13605","13605","942"
"RiverStreet Networks","SC",71,"131486 ","13569","13569","1309"
"TRI-CO CONNECTIONS","PA",50,"420135 ","13522","13522","1748"
"LR Communications, Inc.","KS",72,"150120 ","13489","13489","2175"
"Swyft Connect","AR",50,"370020 ","13472","13472","1385"
"Mediacom Bolt","IL",71,"130804 ","13466","13466","2214"
"D & P Communictions","MI",50,"130385 ","13464","13464","814"
"Acentek","MI",50,"130008 ","13409","13409","649"
"Wave Wireless","KS",70,"131453 ","13402","13402","2733"
"Cedar Falls Utilties","IA",50,"130218 ","13397","13397","826"
"Windstream South Carolina, LLC","SC",50,"131413 ","13395","13395","1082"
"Public Utility District No.1 of Okanogan County","WA",70,"300112 ","13375","13375","1460"
"Hunter Communications Inc.","OR",70,"300066 ","13354","13354","2805"
"Zito Media","MN",50,"160157 ","13334","13334","1167"
"TCT Wireless Internet","WY",71,"131366 ","13318","13318","1565"
"Hudson Valley Wireless","NY",70,"190188 ","13304","13304","1512"
"TCT Wireless Internet","WY",70,"131366 ","13299","13299","1547"
"Cookson Hills Connect, LLC","OK",50,"450038 ","13294","13294","1189"
"TSC","OH",40,"150266 ","13206","13206","1021"
"Direct Communications Cedar Valley","UT",50,"440186 ","13198","13198","464"
"Smithville Communications INC","IN",10,"131108 ","13180","13180","1276"
"Comporium Midlands","SC",50,"131125 ","13139","13139","922"
"Winnebago Cooperative Telecom Association","IA",50,"131494 ","13099","13099","2347"
"Pathway Com-Tel","TX",50,"130034 ","13062","13062","1197"
"ENMR Telephone Cooperative","NM",50,"130458 ","13056","13056","2714"
"BROADLINC","KY",71,"410115 ","13052","13052","1120"
"T V Service Inc","KY",40,"131328 ","13013","13013","1097"
"Taos Net, LLC","NM",70,"290099 ","12992","12992","910"
"altafiber Network Solutions","KY",10,"130254 ","12990","12990","2715"
"ElektraFi LLC","CO",71,"440029 ","12979","12979","1952"
"Nemont","MT",10,"130890 ","12931","12931","2182"
"Ubinet Wireless","PR",70,"470079 ","12915","12915","440"
"Home Telecom","SC",40,"130617 ","12898","12898","756"
"ShastaBeam","CA",70,"390056 ","12860","12860","1197"
"United Communications","ND",50,"131407 ","12823","12823","2767"
"MUSFiber","TN",50,"360055 ","12820","12820","807"
"Wildstar Networks","FL",71,"470070 ","12816","12816","1541"
"Clay County Connect, Inc","AR",50,"430110 ","12788","12788","1564"
"GVCS","TX",40,"130578 ","12776","12776","543"
"Windstream Communications, Inc.","NC",10,"131413 ","12726","12726","515"
"Starry Inc.","CO",71,"390110 ","12711","12711","2083"
"French Broad Electric Membership Corporation","NC",50,"380045 ","12690","12690","820"
"Burlington Telecom","VT",50,"131167 ","12678","12678","542"
"Optimum","ID",40,"130370 ","12648","12648","1124"
"Ritter Communications Inc.","AR",10,"130427 ","12640","12640","1399"
"SFCN","UT",40,"260069 ","12633","12633","609"
"SFCN","UT",50,"260069 ","12633","12633","609"
"RS Fiber Cooperative","MN",70,"330064 ","12633","12633","2392"
"Visionary Broadband","NM",72,"300171 ","12629","12629","767"
"ElektraFi LLC","TX",71,"440029 ","12626","12626","865"
"SVEConnect LLC","TN",50,"400044 ","12571","12571","1029"
"US WiFi  LLC","LA",70,"480097 ","12559","12559","1256"
"Bulloch Cellular, Inc.","GA",50,"130176 ","12526","12526","776"
"LTD Broadband","SD",70,"240056 ","12520","12520","4208"
"Cass Cable TV Inc","IL",71,"130208 ","12513","12513","2421"
"PrentissConnect","MS",50,"460068 ","12492","12492","930"
"Sparklight","TN",40,"130183 ","12475","12475","730"
"Wifires Internet","TX",72,"380149 ","12471","12471","1407"
"TampaBay Fiber","FL",70,"390149 ","12444","12444","3956"
"UPN","NE",50,"350042 ","12442","12442","600"
"Fastlink Communications, LLC","NC",70,"340094 ","12432","12432","691"
"FRONTIER","UT",10,"130258 ","12431","12431","1556"
"The Cable Company","NC",40,"240022 ","12394","12394","785"
"Airbridge Broadband","ID",70,"390006 ","12385","12385","1612"
"CentraCom","UT",71,"160127 ","12336","12336","1511"
"STRATA Networks","UT",10,"131387 ","12313","12313","1054"
"Delhi Telephone Company","NY",50,"130399 ","12311","12311","1487"
"Rise Broadband","OK",72,"140048 ","12309","12309","1793"
"Noize Communications LLC","IL",70,"270065 ","12309","12309","2137"
"Zetalink","KY",70,"360100 ","12296","12296","841"
"Speedwavz","OH",70,"460076 ","12285","12285","2597"
"Petit Jean Fiber","AR",50,"450100 ","12268","12268","1126"
"Coosa Valley Technologies, Inc.","AL",50,"460021 ","12253","12253","1015"
"Miles Communications LLC","IN",50,"130569 ","12227","12227","1100"
"AirLink Internet Services","OK",70,"460002 ","12216","12216","2085"
"Mediacom_Delaware_LLC","MD",40,"130804 ","12212","12212","447"
"Tishomingo Connect","MS",50,"440099 ","12194","12194","1142"
"Bluebird Network LLC","IL",50,"300002 ","12166","12166","4245"
"Tularosa Communications, Inc.","NM",71,"131383 ","12165","12165","816"
"ECIN","CO",70,"130126 ","12148","12148","749"
"The North-Eastern Pennsylvania Telephone Company","PA",10,"131341 ","12145","12145","1169"
"Valor Telecommunications of Texas, LP","AR",10,"131413 ","12140","12140","1132"
"OzarksGo","OK",50,"360065 ","12135","12135","1234"
"Inland Cellular LLC","WA",71,"410192 ","12133","12133","1040"
"Jo-Carroll Energy, Inc. (NFP)","IL",50,"300074 ","12121","12121","1066"
"Paragould Light Water and Cable","AR",50,"380099 ","12112","12112","707"
"TEPAConnect","MS",50,"460080 ","12110","12110","959"
"Etex Telephone","TX",10,"130464 ","12103","12103","1195"
"Futiva","IL",50,"130584 ","12102","12102","1577"
"Arizona Network LLC","AZ",70,"440116 ","12094","12094","351"
"Cobalt Ridge","TX",70,"380028 ","12088","12088","879"
"Medina Fiber","OH",50,"450068 ","12062","12062","450"
"SOUTH CENTRAL COMMUNICATIONS","UT",50,"131219 ","12043","12043","1524"
"LHTC BROADBAND","PA",50,"130721 ","12043","12043","900"
"Future Broadband","MD",70,"480041 ","12039","12039","710"
"energynet","KY",70,"190187 ","12030","12030","653"
"NAEC Fiber","AL",50,"380093 ","12002","12002","1273"
"Taylor Telephone Cooperative, Inc.","TX",50,"131296 ","11985","11985","964"
"Polar Telecommunications Inc","ND",50,"131056 ","11978","11978","3329"
"Nikola Broadband","WA",70,"440159 ","11961","11961","716"
"Community Cable and Broadband INC","OK",40,"430196 ","11950","11950","1054"
"TDS Telecom","NY",10,"131310 ","11943","11943","1126"
"Vistabeam","CO",72,"130663 ","11936","11936","1894"
"HiawathaBroadbandCommunicationsInc","MN",40,"130606 ","11917","11917","1021"
"Plains Internet  LLC","OK",70,"340059 ","11913","11913","1913"
"Pioneer Telephone Cooperative","OR",10,"131046 ","11911","11911","965"
"Farmers Telecommunications Corporation, Inc.","AL",50,"260000 ","11910","11910","1523"
"Relyant Communications","GA",50,"131485 ","11907","11907","1054"
"Fastwyre Broadband","NE",10,"131226 ","11888","11888","1778"
"GREEN MOUNTAIN ACCESS","VT",10,"131175 ","11860","11860","1168"
"Nemont","MT",70,"130890 ","11859","11859","1902"
"East Arkansas Video, Inc.","AR",40,"150334 ","11849","11849","952"
"Tularosa Communications, Inc.","NM",70,"131383 ","11844","11844","850"
"LV.Net","CA",70,"290065 ","11775","11775","828"
"iWiSP LLC","VA",70,"320057 ","11770","11770","441"
"Nemont","MT",71,"130890 ","11764","11764","2454"
"Quantum Fiber","ID",50,"130228 ","11753","11753","851"
"WTC","KS",50,"131448 ","11706","11706","1389"
"MyJEC.net","TX",70,"400026 ","11704","11704","1383"
"Great Plains Communications LLC","NE",40,"130569 ","11672","5836","893"
"PathFinders USA Inc.","NV",10,"300137 ","11666","5833","559"
"NITCO","IN",10,"130921 ","11664","11664","700"
"SECOM Inc.","CO",50,"230043 ","11663","11663","2129"
"Farmers Telephone Company - Essex","IA",70,"130489 ","11661","11661","1961"
"TDS Telecom","WA",10,"131310 ","11647","11647","673"
"Nemont","ND",71,"130890 ","11632","11632","1279"
"Valley Center Wireless","CA",70,"380098 ","11575","11575","712"
"Talkie Communications inc","MD",50,"410098 ","11569","11569","698"
"Ponca City Utility Authority","OK",50,"460019 ","11558","11558","669"
"Clearnetworx","CO",50,"310024 ","11557","11557","1068"
"TDS Telecom","OR",50,"131310 ","11553","11553","764"
"Oklahoma Windstream, LLC","OK",10,"131413 ","11552","11552","1683"
"Xfinity","MI",50,"130317 ","11543","11543","4276"
"FRONTIER","AL",10,"130258 ","11507","11507","1653"
"MetaLINK Technologies, Inc.","IN",72,"140064 ","11491","11491","1979"
"Delta Fiber","MS",50,"430028 ","11486","11486","1302"
"Windstream Mississippi, LLC.","MS",10,"131413 ","11468","11468","899"
"Paladin Wireless","GA",71,"330057 ","11445","11445","1083"
"PHYNX","MO",50,"130697 ","11444","11444","962"
"Wisper ISP, LLC","KS",71,"430176 ","11441","11441","1577"
"Franklin Telephone Co. Inc","MS",10,"131302 ","11438","11438","1462"
"New Visions","NY",50,"410187 ","11431","11431","881"
"Brightspeed","WI",50,"470022 ","11403","11403","1078"
"MID-HUDSON CABLEVISION","NY",50,"240058 ","11382","11382","1187"
"Vernon Communications","WI",50,"131427 ","11377","11377","1234"
"TSC","OH",50,"150266 ","11340","11340","1396"
