"brand_name","state_abbr","technology","provider_id","cnt_services","cnt_bcat_locations","count"
"Siyeh Communications","MT",10,"410090 ","2207","2207","319"
"Elevate ConnX","WA",71,"460028 ","2205","2205","198"
"Long Range Network, LLC","MO",71,"440148 ","2202","2202","373"
"Vertrees Electronics","KY",70,"420145 ","2197","2197","141"
"Kern Valley Wireless| Inc","CA",70,"290128 ","2196","2196","228"
"Griswold Communications Blue Surge Internet","IA",50,"130574 ","2194","2194","559"
"Comporium Chesnee","SC",50,"131125 ","2194","2194","233"
"Windomnet","MN",50,"130283 ","2193","2193","196"
"Breezeline","MD",50,"280001 ","2188","2188","170"
"Santa Rosa Telephone Coop. Inc.","TX",50,"131162 ","2186","2186","773"
"Rio Virgin Telephone","AZ",50,"130206 ","2186","2186","139"
"Lavaca Telephone Company, Inc.-AR","AR",50,"130425 ","2184","2184","121"
"Sytek","MN",50,"131401 ","2182","2182","357"
"Wyoming.com","WY",10,"250090 ","2180","2180","336"
"Southeast MN Wifi LLC","WI",72,"390107 ","2179","2179","194"
"Heartland Technology","IA",50,"130483 ","2179","2179","285"
"Salina Spavinaw Telephone","OK",10,"131152 ","2179","2179","235"
"LightBurst Broadband","UT",10,"130580 ","2178","2178","207"
"RTEC Communications","OH",50,"131344 ","2177","2177","248"
"PennWisp LLC","PA",70,"320074 ","2175","2175","521"
"Visionary Broadband","CO",50,"300171 ","2173","2173","354"
"WinDBreak Cable","WY",40,"131492 ","2173","2173","306"
"Golden West Telecommunications","SD",40,"130550 ","2170","2170","160"
"Bruce Telephone Company","MS",50,"140030 ","2170","2170","201"
"FRONTIER","IA",70,"130258 ","2168","2168","646"
"Pymatuning Independent Telephone Company","PA",10,"131362 ","2166","2166","233"
"Peoples Telecommunications, LLC","KS",50,"131030 ","2160","2160","328"
"West Side Telecommunications","WV",10,"131303 ","2158","2158","183"
"LightBurst Broadband","UT",70,"130580 ","2157","2157","202"
"Midstate Telephone Company","ND",50,"131102 ","2156","2156","420"
"Zito Media","TX",50,"160157 ","2156","2156","319"
"Star Telephone Company","LA",50,"440186 ","2156","2156","184"
"Panora Communications Cooperative","IA",50,"131008 ","2154","2154","283"
"The Southern Kansas Telephone Company, Inc.","KS",70,"140092 ","2152","2152","289"
"FIF St. George, LLC","AZ",72,"170054 ","2149","2149","141"
"Midvale Telephone Company","AZ",50,"130831 ","2147","2147","136"
"Twin Valley Communications, Inc","KS",71,"140092 ","2144","2144","566"
"Cascade Communications","IA",50,"130204 ","2139","2139","297"
"Beaver Creek Cooperative Telephone Company","OR",40,"130104 ","2139","2139","142"
"Free Range Internet","AZ",72,"450050 ","2138","2138","202"
"Salish Networks","WA",40,"310061 ","2134","2134","127"
"Inland Cellular LLC","WA",70,"410192 ","2128","2128","292"
"TEC, Friendship Division","TN",50,"131311 ","2127","2127","211"
"Crown Castle Fiber LLC","CT",50,"400092 ","2127","2127","906"
"Xfinity","NC",40,"130317 ","2125","2125","126"
"West Texas Rural Telephone Cooperative, Inc.","TX",50,"131466 ","2124","2124","911"
"LaPorte City Telephone Co","IA",50,"170062 ","2124","2124","348"
"Wisper ISP, LLC","AR",71,"430176 ","2124","2124","485"
"OTZ","AK",10,"190281 ","2120","2120","136"
"Rio Virgin Telephone","AZ",10,"130206 ","2119","2119","136"
"NortheastTel","LA",50,"130939 ","2114","2114","252"
"LORETEL","MN",40,"130074 ","2112","2112","168"
"HILLTOP BROADBAND","CO",50,"360113 ","2103","2103","153"
"Scio Mutual Telephone Association","OR",50,"131168 ","2102","2102","207"
"Hood River Electric Cooperative","OR",70,"430130 ","2099","2099","250"
"lumos","NC",10,"300191 ","2098","2098","623"
"BTC Fiber","TN",50,"410100 ","2098","2098","195"
"Cal-Ore Communications, Inc.","OR",50,"160127 ","2096","2096","296"
"South Central Telephone Assn Inc","KS",50,"131218 ","2095","2095","597"
"Geneseo Telephone Company","IL",71,"130535 ","2092","2092","404"
"Miles Cooperative Telephone Association","IA",50,"130837 ","2089","2089","273"
"CresComm WiFi LLC","WA",70,"150245 ","2089","2089","198"
"Dalton Telephone Company","NE",10,"300192 ","2087","2087","610"
"Bayou Cable Inc","LA",40,"220008 ","2083","2083","149"
"Glandorf Internet","OH",50,"130543 ","2078","2078","198"
"BTWI","IA",70,"370019 ","2073","2073","1104"
"Premier Fiber","TN",50,"370090 ","2070","2070","133"
"Beamspeed","AZ",40,"130103 ","2069","2069","143"
"OmniTel-Farmers Tel","IA",50,"130484 ","2068","2068","416"
"Mountain View Telephone Company","AR",40,"131518 ","2068","2068","136"
"Springport Telephone Company","MI",40,"131242 ","2067","2067","173"
"PEND OREILLE TELEPHONE","WA",10,"130784 ","2065","2065","302"
"Wave Wireless","KS",50,"131453 ","2065","2065","423"
"Meeker Cooperative Light & Power Association","MN",50,"410066 ","2064","2058","552"
"AcmeCommuniationsInc","IN",50,"300005 ","2055","2055","356"
"Mechanicsville Telephone Company","IA",50,"130803 ","2052","2052","281"
"FRONTIER","MI",70,"130258 ","2051","2051","435"
"Windstream Iowa Communications, Inc.","IA",71,"131413 ","2048","2048","1026"
"Conexon Connect LLC","LA",50,"430114 ","2045","2045","217"
"Northwest Iowa Telephone Co Inc","IA",40,"130757 ","2045","2045","198"
"Rockwell Cooperative Telephone","IA",50,"131127 ","2044","2044","480"
"Livingston Telephone","TX",10,"300192 ","2043","2043","117"
"Hill Country Telephone","TX",70,"130612 ","2041","2041","365"
"Park Region Telephone","MN",10,"131009 ","2039","2039","143"
"FRONTIER","MS",10,"130258 ","2034","2034","352"
"Optimum","PA",40,"130370 ","2029","2029","203"
"PAC Fiber","GA",50,"131023 ","2029","2029","352"
"186networks","MI",50,"130309 ","2023","2023","146"
"Monon Telephone Company","IN",72,"130853 ","2019","2019","535"
"BSTWIFI","LA",70,"320051 ","2016","2016","318"
"Allband Multimedia","MI",50,"160103 ","2016","2016","206"
"BSTWIFI","LA",70,"440187 ","2016","2016","318"
"Walnut Hill Telephone Company","AR",50,"131362 ","2016","2016","236"
"BSTWIFI","LA",70,"400029 ","2016","2016","318"
"Eastern Slope Rural Telephone Association, Inc.","CO",10,"130439 ","2015","2015","544"
"Osage Municipal Utilities","IA",40,"130989 ","2013","2013","190"
"Cunningham Telephone & Cable","KS",50,"131900 ","2008","2008","645"
"Lake Livingston Telephone","TX",50,"130712 ","2007","2007","92"
"Xtratyme Technoigles Incorporated","MN",70,"470121 ","2006","2006","1118"
"Acentek","MN",72,"130008 ","2005","2005","224"
"CATSKILL MOUNTAIN CABLEVISION CABLEVISION","NY",50,"240058 ","2004","2004","189"
"River Valley Telecommunications Coop","IA",50,"131116 ","2004","2004","451"
"DFT Local Service","NY",50,"310000 ","2002","2002","385"
"Windstream Missouri, Inc.","MO",71,"131413 ","2002","2002","798"
"EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION","IL",50,"130444 ","2001","2001","314"
"Great Works Internet","ME",10,"130122 ","2000","2000","1487"
"BloomingdaleHomeTelephoneCoInc","IN",50,"130139 ","1997","1997","268"
"Council Grove Telephone Company","KS",50,"410172 ","1992","1992","324"
"Hargray Telephone Co. Inc","GA",40,"130183 ","1991","1991","252"
"The Cable Company","NC",50,"240022 ","1990","1990","174"
"Ritter Communications Inc.","MO",50,"130427 ","1988","1988","326"
"W A T C H TV","IN",50,"130116 ","1983","1983","304"
"Southern Ohio Communications Inc","OH",50,"190335 ","1981","1981","193"
"LightGig Communications, LLC","CO",50,"380070 ","1980","1980","62"
"Inland Cellular LLC","WA",50,"410192 ","1979","1979","251"
"EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION","IL",10,"130444 ","1979","1979","294"
"Vogtmann Engineering Inc","MI",40,"220071 ","1974","1974","192"
"ProTek Fiber","IL",50,"360122 ","1973","1973","161"
"KanOkla Telephone Association","OK",50,"130684 ","1969","1969","644"
"JBN Telephone","KS",10,"160127 ","1968","1968","929"
"Valley Telecom Group","NM",10,"131411 ","1964","1964","417"
"Alaska Telephone Company","AK",50,"130029 ","1963","1963","246"
"Indianhead Telephone Company","WI",10,"130142 ","1962","1962","290"
"TWIN VALLEY-ULEN","MN",10,"130074 ","1962","1962","440"
"Grand Telephone Company","OK",50,"130561 ","1959","1959","191"
"AccessMontana","MT",10,"131129 ","1957","1957","297"
"Brightspeed","MI",70,"470022 ","1957","1957","583"
"Yelcot Video Group Inc","AR",40,"131518 ","1957","1957","225"
"Inter-Mountain Cable Inc","KY",50,"130655 ","1956","1956","174"
"Oklatel","OK",10,"440000 ","1953","1953","418"
"Mansfield Community Fiber","VT",50,"390166 ","1953","1953","207"
"TEC, Bradford Division","TN",50,"131311 ","1950","1950","250"
"Vero Broadband","CO",70,"460089 ","1950","1950","717"
"Ironton Telephone Company","PA",50,"130667 ","1949","1949","137"
"Foresthill Telephone","CA",50,"131173 ","1947","1947","56"
"Cuba City Telephone Exchange Company, Inc.","WI",50,"160127 ","1946","1946","241"
"Ziply Fiber","MT",50,"420173 ","1942","1942","377"
"Peak WiFi","CA",70,"300117 ","1940","1940","512"
"FIF St. George, LLC","AZ",70,"170054 ","1940","1940","133"
"Point Broadband Fiber Holding, LLC","TN",72,"340070 ","1939","1939","300"
"Long Lines Metro, LLC","SD",40,"130757 ","1939","1939","85"
"Mobius Communications Company","NE",50,"130602 ","1931","1931","476"
"Volcano Vision","CA",40,"131441 ","1928","1928","96"
"Wellman Cooperative Telephone Association","IA",50,"131458 ","1927","1927","272"
"Armstrong Telecommunications Inc","PA",50,"130071 ","1926","1926","269"
"Champlain Technology Group","NY",50,"131330 ","1922","1922","183"
"Three River Telco","NE",50,"131349 ","1921","1921","324"
"QCOL","MD",50,"220052 ","1917","1917","255"
"RichmondPower&Light","IN",70,"270023 ","1915","1915","576"
"NCATS","MI",71,"420181 ","1912","1912","374"
"Bijou Telephone Cooperative Association Inc.","CO",50,"130126 ","1912","1912","178"
"Nextlink","NE",50,"290010 ","1904","1904","206"
"OmniTel-FMTC I35","IA",50,"130484 ","1899","1899","241"
"Peoples Services LLC","KS",50,"131030 ","1899","1899","190"
"RichmondPower&Light","IN",50,"270023 ","1897","1897","566"
"The Community Agency","IA",50,"190101 ","1895","1895","316"
"CenturyLink","WA",71,"130228 ","1890","1890","365"
"Ziply Pacific","OR",50,"420173 ","1888","1888","326"
"Acentek","MN",70,"130008 ","1885","1885","247"
"Fiber Wave| LLC","TX",70,"400016 ","1885","1885","382"
"FTC DSI","SC",50,"130490 ","1884","1884","381"
"Cass Telephone Company","IL",50,"130208 ","1884","1884","421"
"Windstream Accucomm Telecom, LLC","GA",40,"131413 ","1881","1881","200"
"TekWav","TX",72,"360085 ","1878","1878","269"
"Easton Velocity","MD",50,"190131 ","1877","1877","162"
"Range Telephone Cooperative Inc.","MT",50,"131090 ","1875","1875","450"
"Wes Tex Telephone Cooperative Inc","TX",71,"131476 ","1874","1874","486"
"MTE Communications","ID",10,"130831 ","1872","1872","168"
"Windstream Montezuma, Inc.","IA",10,"131413 ","1870","1870","274"
"Cimarron Telephone Company","OK",50,"130794 ","1866","1866","172"
"McDonald County Telephone and Internet","MO",50,"130798 ","1862","1862","227"
"bloosurf","MD",70,"290018 ","1861","1861","148"
"Twin Valley Communications, Inc","KS",72,"140092 ","1861","1861","495"
"TCW","AR",70,"470014 ","1860","1860","809"
"Redzone Wireless, LLC","ME",72,"360125 ","1859","1859","372"
"Pine Tree Telephone LLC","ME",10,"131378 ","1857","1857","113"
"Great Works Internet","ME",50,"130122 ","1853","1853","663"
"Delcambre Telephone Co.","LA",50,"130398 ","1849","1849","157"
"Cable Tv Of East Alabama","AL",50,"190308 ","1847","1847","117"
"CASCO Communications, Inc","OR",50,"350019 ","1846","1846","139"
"YK Communications","TX",10,"130524 ","1846","1846","336"
"War Telephone LLC","WV",10,"131378 ","1846","1846","156"
"City of Norway","MI",40,"470016 ","1845","1845","190"
"Haxtun Telephone Company","CO",10,"131362 ","1844","1844","624"
"Peak Fiber a Logan County Gig PPP","OH",50,"420073 ","1844","1844","173"
"Comelec Internet Services","IL",72,"430018 ","1844","1844","121"
"Comelec Internet Services","IL",72,"340015 ","1844","1844","121"
"WTC","KS",70,"131448 ","1841","1841","296"
"Quantum Fiber","SD",50,"130228 ","1839","1839","118"
"Northeast Florida Telephone Company","FL",50,"131362 ","1838","1838","130"
"Farmers Independent Telephone Company","WI",10,"130476 ","1837","1837","200"
"NaTel","IA",50,"131463 ","1834","1834","360"
"bridgenet communications","FL",40,"460531 ","1833","1833","60"
"Plains Communication Services, LLC","CO",50,"131049 ","1831","1831","267"
"Viasat Carrier Services","KY",60,"290111 ","1828","1828","222"
"Otelco Telephone LLC","AL",50,"131378 ","1827","1827","188"
"Lincoln County Telephone System","NV",10,"130743 ","1822","1822","203"
"bright.net north","OH",70,"130481 ","1820","1820","1014"
"United Communications Association Inc","KS",40,"131395 ","1816","1816","391"
"Lake Country Internet","VA",70,"380162 ","1812","1812","428"
"Ottoville Mutual Telephone Company","OH",50,"131342 ","1811","1811","251"
"Canadian Valley Telephone Company","OK",10,"130195 ","1810","1810","185"
"OnPoint Broadband","KY",50,"160118 ","1808","1808","144"
"CambridgeTelephoneCompany","ID",10,"130193 ","1807","1807","327"
"Four States Fiber","TX",50,"450119 ","1807","1807","106"
"Charter Communications Inc","ID",50,"130235 ","1804","1804","360"
"Lavaca Telephone Company, Inc.-OK","OK",50,"130425 ","1800","1800","146"
"Fond_du_Lac_Communications","MN",50,"430123 ","1796","1796","156"
"Mid-Maine Telecom LLC","ME",50,"131378 ","1792","1792","118"
"Truleap Technologies","ID",70,"140033 ","1789","1789","675"
"Rise Broadband","SD",72,"140048 ","1781","1781","348"
"ATCJET.NET, LLC","NE",72,"130065 ","1781","1781","411"
"Rock County Broadband Alliance, LLC","MN",50,"130040 ","1780","1780","497"
"Halstad Telephone","ND",50,"130583 ","1779","1779","445"
"altafiber Extended Territories","OH",40,"130254 ","1779","1779","209"
"Lakeland Communications Group, LLC dba Lakeland Communications","WI",40,"130714 ","1778","1778","155"
"EPIC TOUCH CO, INC","KS",50,"430121 ","1778","1778","221"
"San Juan Cable","WA",40,"280052 ","1777","1777","38"
"Strata Networks","UT",50,"131387 ","1777","1777","80"
"Breezeline","VA",50,"280001 ","1777","1777","241"
"Haxtun Telephone Company","CO",70,"131362 ","1776","1776","604"
"South Slope Cooperative Telephone Company CLEC","IA",10,"131222 ","1773","1773","158"
"PCI Broadband","CO",50,"131017 ","1773","1773","68"
"NETSPEEDMS","MS",72,"410077 ","1772","1772","332"
"Ragland Telephone Co., Inc","AL",10,"131086 ","1772","1772","131"
"Sea Ranch Connect","CA",50,"220031 ","1770","1770","20"
"Viasat Carrier Services","LA",60,"290111 ","1768","1768","344"
"Margaretville Telephone Co.","NY",50,"130780 ","1765","1765","196"
"Independence Telecommunications Utility","IA",50,"130641 ","1762","1762","176"
"Amery_Telcom_Inc","WI",40,"130057 ","1761","1761","90"
"CTCTelecom","ID",70,"130193 ","1761","1761","782"
"Belzoni Cable","MS",50,"350015 ","1760","1760","188"
"JBN Telephone","KS",50,"160127 ","1758","1758","416"
"UniTel","ME",10,"131397 ","1758","1758","158"
"Beaver_Valley_Cable","PA",40,"190046 ","1755","1755","236"
"Clear Creek Broadband","CO",72,"450029 ","1754","1754","133"
"FIVEAREA Fiber","TX",50,"130502 ","1754","1754","891"
"X-Tech","MN",70,"370146 ","1753","1753","471"
"S&T Communications LLC","KS",50,"131145 ","1749","1749","341"
"GigFire","MO",50,"480044 ","1746","1746","215"
"LTD Broadband","MO",50,"240056 ","1746","1746","215"
"Triangle Communications","MT",10,"131367 ","1742","1742","379"
"Pierce Telephone Co Inc","NE",10,"131037 ","1741","1741","380"
"Manti Tele Communications Co, Inc.","UT",70,"130778 ","1738","1738","261"
"Comporium Brevard","NC",50,"131125 ","1738","1738","160"
"Siyeh Communications","MT",71,"410090 ","1734","1734","197"
"New Hampton Municipal Utilities","IA",50,"440157 ","1734","1734","149"
"Rise Broadband","WI",72,"140048 ","1733","1733","325"
"Brightspeed","OH",50,"470022 ","1732","1732","166"
"Point Broadband Fiber Holding, LLC","WV",50,"340070 ","1732","1732","112"
"Range Telephone Cooperative Inc.","MT",70,"131090 ","1731","1731","263"
"WTC Communications","IA",10,"140106 ","1730","1730","216"
"MHTC","WI",10,"130862 ","1730","1730","148"
"OSAKIS","MN",50,"130074 ","1729","1729","143"
"Bluebird Broadband Services","LA",70,"190053 ","1725","1725","333"
"Totah Communications, Inc.","OK",10,"131359 ","1723","1723","256"
"Choice Wireless","MT",71,"130081 ","1720","1720","265"
"Gila River Telecommunications Inc.","AZ",10,"130542 ","1720","1720","224"
"FirstLight Fiber","ME",50,"130993 ","1720","1720","1137"
"Xfinity","SC",50,"130317 ","1718","1718","290"
"Pinpoint Auburn, Inc.","NE",50,"131043 ","1717","1717","298"
"GBT Communications, Inc.","KS",71,"420187 ","1717","1717","414"
"Ciello","CO",70,"370162 ","1717","1717","616"
"FRONTIER","NV",70,"130258 ","1716","1716","240"
"Vyve Broadband","OK",50,"410114 ","1713","1713","328"
"Charter Communications Inc","PA",50,"130235 ","1703","1703","867"
"Resonance Broadband","OK",70,"250099 ","1695","1695","483"
"Minburn Communications","IA",50,"130845 ","1695","1695","326"
"Acrospire Networks","WI",70,"430001 ","1694","1694","238"
"BSTWIFI","LA",72,"320051 ","1688","1688","288"
"DirectLink","CO",50,"460511 ","1688","1688","77"
"BSTWIFI","LA",72,"400029 ","1688","1688","288"
"BSTWIFI","LA",72,"440187 ","1688","1688","288"
"TecInfo Communications  LLC","MS",50,"150323 ","1685","1685","249"
"Brightspeed","AR",70,"470022 ","1682","1682","646"
"TCT","KS",50,"410172 ","1681","1681","251"
"Morgan Wireless  LLC","MD",70,"410143 ","1681","1681","210"
"MILFORD COMMUNICATIONS, LLC","IA",40,"130839 ","1680","1680","123"
"PEOPLES","MN",10,"130074 ","1678","1678","211"
"Parker FiberNet LLC","AL",50,"300115 ","1677","1677","221"
"Geneva On-Line","WI",70,"190169 ","1676","1676","277"
"Siyeh Communications","MT",70,"410090 ","1675","1675","196"
"Borough of Kutztown","PA",50,"280010 ","1673","1673","159"
"Otter Tail Telecom","MN",50,"131009 ","1672","1672","212"
"Union River Telephone Company","ME",50,"131388 ","1672","1672","171"
"Rally Networks","WA",40,"130986 ","1670","1670","140"
"Big Bend Telephone Company, Inc","TX",70,"130123 ","1669","1669","462"
"318HighSpeed","LA",70,"410131 ","1668","1668","172"
"Gardonville Cooperative","MN",10,"130527 ","1668","1668","165"
"City of Anacortes","WA",50,"420020 ","1663","1663","274"
"Wavelength LLC","SD",70,"420150 ","1662","1662","237"
"E.L. INTERNET NORTHWEST","ID",50,"310036 ","1661","1661","133"
"Brightspeed","VA",50,"470022 ","1661","1661","156"
"Nucla-Naturita Telephone Company","CO",10,"130962 ","1658","1658","180"
"Victoria Electric Cooperative, Inc.","TX",70,"420146 ","1655","1655","278"
"Grand Mound Cooperative Telephone Association","IA",50,"130559 ","1655","1655","207"
"ArmstrongUtilitiesInc","WV",50,"130071 ","1651","1651","158"
"TWN Communications","CA",70,"131016 ","1651","1651","120"
"Rural Telecommunications of America","TX",50,"380107 ","1647","1647","33"
"Central Oklahoma Telephone Co., LLC","OK",50,"130226 ","1647","1647","299"
"Custer Telephone Cooperative","ID",50,"130378 ","1643","1643","313"
"Mount Horeb Telephone Company dba MHTC","WI",10,"130862 ","1642","1642","178"
"State Telephone Company, Inc.","NY",10,"131257 ","1641","1641","155"
"FJ Communications","OH",50,"140036 ","1639","1639","214"
"Aristotle Unified Communications","OK",72,"270012 ","1634","1634","323"
"Wifinity  LLC","MO",70,"370142 ","1632","1632","476"
"ATC Communications","ID",10,"130032 ","1631","1631","448"
"Cox Communications","MA",40,"130360 ","1630","1630","122"
"Empire Telephone Corp.","NY",10,"130455 ","1630","1630","414"
"OSAKIS","MN",10,"130074 ","1628","1628","174"
"Kalida Telephone Co., Inc.","OH",50,"130681 ","1627","1627","162"
"Wisper ISP, LLC","AR",70,"430176 ","1627","1627","422"
"Sister Lakes Cable","MI",40,"250069 ","1627","1626","103"
"Panhandle Telephone","TX",40,"131007 ","1624","1624","173"
"Tech-Com, Inc.","WI",10,"131109 ","1624","1624","151"
"Hamilton Long Distance Fiber - Bus & Res","NE",50,"130887 ","1623","1623","294"
"Electra Telephone Company","TX",10,"190233 ","1622","1622","243"
"Zoom Fiber","KS",50,"430101 ","1618","1618","121"
"Stratford Mutual Telephone Company","IA",40,"131267 ","1614","1614","128"
"Zito Media","WA",40,"160157 ","1614","1614","84"
"Independence Telecommunications Utility","IA",40,"130641 ","1613","1613","197"
"Henry County Telephone Company","IL",10,"130604 ","1610","1610","242"
"Schaller Telephone Company","IA",50,"131166 ","1610","1610","398"
"Wisp West| Celerity Internet","SD",72,"340029 ","1607","1607","178"
"Hartington Telecommunications Co., Inc.","NE",50,"130592 ","1604","1604","382"
"COLUMBUS TELEPHONE CO","KS",50,"130314 ","1603","1603","183"
"Brightspeed","TN",50,"470022 ","1603","1603","72"
"American Fiber Inc.","UT",50,"130778 ","1600","1600","121"
"Ironton Telephone Company","PA",10,"130667 ","1600","1600","145"
"Arx Web","OH",70,"350011 ","1599","1599","152"
"Pend Oreille PUD","WA",50,"290075 ","1599","1587","294"
"Uplink Internet| LLC| Uplink L.L.C.","MS",70,"370131 ","1598","1598","401"
"CMS Internet","MI",40,"170025 ","1595","1595","84"
"Hillbilly Wireless","MO",70,"230062 ","1594","1594","418"
"Triple Crown Internet Inc","TX",70,"460083 ","1593","1593","324"
"Western Tel. Co.","MN",10,"130906 ","1590","1590","394"
"Chippewa Valley Communications, Inc.","WI",40,"130889 ","1586","1586","97"
"BRIDGEWIRED LLC","OH",50,"420013 ","1583","1583","119"
"Black Bear Fiber","PA",50,"320115 ","1583","1583","143"
"Atkins Telephone Company","IA",50,"170014 ","1580","1580","131"
"Enlightened","AR",50,"480036 ","1577","1577","115"
"Lipan Telephone Company","TX",10,"130747 ","1576","1573","216"
"Axiom","ME",50,"140012 ","1575","1575","68"
"Southern Tier Wireless Inc.","NY",72,"190336 ","1567","1567","295"
"AUDEAMUS","CA",50,"131173 ","1563","1563","164"
"The Southern Kansas Telephone Company, Inc.","KS",50,"140092 ","1563","1563","194"
"Velocity Communications, Inc.","CA",50,"350110 ","1562","1562","52"
"Velocity Communications, Inc.","CA",40,"350110 ","1562","1562","52"
"Valor Telecommunications of Texas, LP","NM",71,"131413 ","1561","1561","285"
"Intercept Wireless; Intercept Fiber","MO",72,"340036 ","1561","1561","261"
"Crown Castle Fiber LLC","FL",50,"400092 ","1559","1559","1021"
"Home Communications Inc","KS",50,"130616 ","1558","1558","377"
"MT Networks, LLC","KS",70,"130771 ","1558","1558","373"
"Citizens Telephone Company","GA",40,"130265 ","1557","1557","81"
"C-M-L Telephone Cooperative Association","IA",50,"130302 ","1556","1556","367"
"BreezeAir Networks LLC","TN",70,"220007 ","1553","1553","144"
"Stowe Communications LLC","VT",50,"240090 ","1549","1549","117"
"Crystal Broadband Networks","OH",40,"220078 ","1545","1545","149"
"Midwest Data Center","MO",50,"131126 ","1545","1545","224"
"Dubois Telephone Exchange Inc.","WY",50,"131090 ","1544","1544","209"
"Tongue River Communications","WY",40,"400139 ","1543","1543","122"
"GigaBeam Networks, LLC","WV",70,"260062 ","1542","1542","189"
"UPN","OH",50,"350042 ","1541","1541","26"
"Pine Belt Broadcasting LLC","AL",50,"131038 ","1540","1540","329"
"Grafton Technologies, Inc.","IL",50,"130557 ","1538","1538","230"
"LR_Communications","IL",70,"280069 ","1536","1536","683"
"Woodstock Telephone Company","MN",50,"131506 ","1534","1534","466"
"Hood River Electric Cooperative","OR",50,"430130 ","1531","1531","187"
"AccessMontana","MT",50,"131129 ","1530","1530","305"
"Fastwyre Broadband","AL",50,"131226 ","1528","1528","125"
"Zito Media","FL",50,"160157 ","1527","1527","87"
"Comporium Midlands CLEC","SC",40,"131125 ","1527","1527","103"
"Mikrotec CATV, LLC","WV",40,"130655 ","1526","1526","95"
"Cambridge Telephone Company","IL",10,"130192 ","1520","1520","188"
"ClearWave","GA",50,"130183 ","1519","1518","464"
"Kwikbit Inc.","NV",70,"460049 ","1517","1517","18"
"iWiSP LLC","VA",50,"320057 ","1511","1511","53"
"Citizens Telephone Cooperative","WI",10,"130267 ","1510","1510","177"
"Hospers Telephone Exchange Inc. d/b/a Premier Communications","IA",50,"130877 ","1506","753","151"
"Clear Lake Telephone Company","WI",50,"130291 ","1506","1506","184"
"Viasat Carrier Services","ID",60,"290111 ","1505","1505","320"
"CALTEL Connections","CA",50,"130189 ","1504","1504","42"
"Smart City Telecommunications LLC","FL",50,"130795 ","1503","1503","127"
"Coon Valley Co-op Telephone Association, Inc.","IA",70,"130344 ","1502","1502","480"
"Lakeland Internet","MI",70,"410155 ","1502","1502","277"
"New Era Broadband","OH",72,"320113 ","1502","1502","253"
"Faster Cajun Networks","LA",70,"400015 ","1500","1500","312"
"Click Computers Inc.","MO",72,"360018 ","1500","1500","307"
"Alhambra-Grantfork Telephone Company","IL",50,"130036 ","1497","1497","182"
"Pioneer Long Distance, Inc.","OK",50,"131045 ","1495","1495","307"
"EagleZip.com","PA",40,"360025 ","1488","1488","109"
"COASTAL FIBER","GA",50,"470018 ","1484","1484","84"
"GRANITE STATE TELEPHONE","NH",10,"131517 ","1481","1481","116"
"Logix Communications, LP","TX",50,"130755 ","1479","1479","1112"
"CableAmerica","MI",40,"140018 ","1475","1475","175"
"Noxapater Telephone Company","MS",10,"130148 ","1474","1474","162"
"Midstate Communications Inc","ND",50,"131102 ","1473","1473","411"
"East Buchanan Telephone Cooperative","IA",50,"130433 ","1472","1472","372"
"CenturyLink","NE",72,"130228 ","1471","1471","672"
"CenturyLink","CO",71,"130228 ","1470","1470","478"
"Bernard Telephone Company","IA",50,"130120 ","1470","1470","195"
"IAMO Telephone Company","MO",50,"130631 ","1469","1469","389"
"CenturyLink","OR",71,"130228 ","1469","1469","343"
"Glenwood Network Services, Inc.","NE",50,"130546 ","1469","1469","194"
"TDS Telecom","NH",10,"131310 ","1469","1469","206"
"Consolidated Communications","AL",10,"130335 ","1468","1468","262"
"Industry Telephone Company","TX",10,"130645 ","1468","1468","214"
"Hotwire Communications","GA",50,"130623 ","1468","1468","126"
"Roanoke Connect","NC",70,"380110 ","1466","1466","127"
"CTC","MN",10,"130338 ","1465","1465","159"
"Midwest Data Center","IA",70,"131126 ","1464","1464","317"
"Acrospire Networks","WI",72,"430001 ","1464","1464","306"
"HarvestBeam INC.","NC",71,"460037 ","1463","1463","158"
"The Preston Telephone Company","IA",50,"131071 ","1462","1462","208"
"MILFORD COMMUNICATIONS, LLC","IA",50,"130839 ","1461","1461","175"
"Nimbus Solutions","CO",70,"460056 ","1460","1460","266"
"La Motte Telephone Company","IA",50,"130709 ","1459","1459","239"
"Consolidated Communications","CO",10,"130335 ","1456","1456","430"
"Hancock Telephone Co","NY",50,"131337 ","1454","1454","144"
"Roseau Electric Cooperative, Inc.","MN",50,"410085 ","1454","1454","268"
"Pigeon Telephone Company","MI",50,"130018 ","1452","726","51"
"Rally Networks","OK",10,"130986 ","1452","1448","147"
"Hutchinson Tel. Co.","MN",50,"130906 ","1451","1451","192"
"PEOPLES","MN",50,"130074 ","1450","1450","172"
"Reinbeck Telecommunications Utility","IA",70,"240081 ","1449","1449","370"
"LTC Connect","KY",10,"130754 ","1449","1449","248"
"Bristol Bay Telephone Cooperative Inc","AK",10,"130160 ","1448","1448","81"
"Indco Cable TV and Internet","AR",50,"230021 ","1447","1447","99"
"RAA Data Services","OH",70,"350078 ","1445","1445","554"
"Beggs Telephone Company, Inc.","OK",10,"130107 ","1444","1444","176"
"All Points Broadband","VA",50,"300170 ","1442","1442","99"
