"geoid_bl","tot_loc","cnt_ms"
"500259681002013",26,"42"
"500259681002014",4,"4"
"500259681002015",46,"45"
"500259681002016",NULL,"0"
"500259681002017",8,"8"
"500259681002018",5,"5"
"500259681002019",3,"2"
"500259681002020",5,"9"
"500259681002021",10,"14"
"500259681002022",6,"10"
"500259681002023",11,"12"
"500259681002024",NULL,"4"
"500259681002025",1,"2"
"500259681002026",20,"29"
"500259681002027",9,"17"
"500259681002028",8,"8"
"500259681002029",8,"14"
"500259681002030",NULL,"0"
"500259681002031",22,"33"
"500259681002032",20,"26"
"500259681002033",55,"79"
"500259681002034",28,"48"
"500259681002035",3,"6"
"500259681002036",1,"1"
"500259681002037",3,"3"
"500259681002038",1,"0"
"500259681002039",2,"0"
"500259681002040",1,"2"
"500259681002041",1,"2"
"500259681002042",NULL,"0"
"500259681002043",NULL,"0"
"500259681002044",NULL,"0"
"500259681002045",NULL,"0"
"500259681002046",NULL,"0"
"500259681002047",NULL,"0"
"500259681002048",1,"1"
"500259682001000",2,"2"
"500259682001001",2,"3"
"500259682001002",9,"16"
"500259682001003",33,"43"
"500259682001004",NULL,"2"
"500259682001005",NULL,"0"
"500259682001006",1,"2"
"500259682001007",3,"6"
"500259682001008",6,"7"
"500259682001009",1,"4"
"500259682001010",2,"2"
"500259682001011",9,"12"
"500259682001012",6,"10"
"500259682001013",1,"2"
"500259682001014",31,"34"
"500259682001015",2,"0"
"500259682001016",52,"70"
"500259682001017",3,"2"
"500259682001018",6,"6"
"500259682001019",58,"80"
"500259682001020",1,"2"
"500259682001021",11,"9"
"500259682001022",12,"18"
"500259682001023",14,"15"
"500259682001024",14,"19"
"500259682001025",14,"16"
"500259682001026",7,"10"
"500259682001027",NULL,"0"
"500259682001028",22,"27"
"500259682001029",9,"14"
"500259682001030",2,"3"
"500259682001031",2,"4"
"500259682001032",11,"21"
"500259682001033",2,"4"
"500259682001034",NULL,"0"
"500259682001035",7,"8"
"500259682001036",5,"7"
"500259682001037",6,"5"
"500259682001038",4,"14"
"500259682001039",28,"40"
"500259682001040",NULL,"0"
"500259682001041",16,"28"
"500259682001042",5,"5"
"500259682001043",28,"43"
"500259682001044",23,"36"
"500259682001045",21,"22"
"500259682001046",9,"13"
"500259682001047",NULL,"0"
"500259682001048",5,"5"
"500259682001049",12,"17"
"500259682001050",NULL,"0"
"500259682001051",4,"4"
"500259682001052",23,"33"
"500259682001053",NULL,"0"
"500259682001054",6,"6"
"500259682001055",7,"12"
"500259682002000",53,"75"
"500259682002001",31,"42"
"500259682002002",7,"9"
"500259682002003",1,"0"
"500259682002004",8,"10"
"500259682002005",20,"30"
"500259682002006",NULL,"0"
"500259682002007",16,"22"
"500259682002008",NULL,"1"
"500259682002009",8,"12"
"500259682002010",5,"6"
"500259682002011",8,"16"
"500259682002012",12,"16"
"500259682002013",1,"1"
"500259682002014",42,"55"
"500259682002015",9,"15"
"500259682002016",22,"29"
"500259682002017",7,"14"
"500259682002018",3,"6"
"500259682002019",2,"2"
"500259682002020",7,"14"
"500259682002021",3,"7"
"500259682002022",16,"24"
"500259682002023",20,"27"
"500259682002024",6,"16"
"500259682002025",18,"30"
"500259682002026",43,"73"
"500259682002027",3,"4"
"500259682002028",10,"19"
"500259682002029",NULL,"1"
"500259682002030",52,"63"
"500259682002031",2,"15"
"500259682002032",51,"61"
"500259682002033",NULL,"0"
"500259682002034",22,"23"
"500259682002035",3,"2"
"500259682002036",7,"11"
"500259682002037",10,"1"
"500259682002038",NULL,"10"
"500259682002039",NULL,"1"
"500259682002040",2,"3"
"500259682002041",7,"14"
"500259682002042",NULL,"0"
"500259682002043",9,"14"
"500259682002044",NULL,"0"
"500259682002045",10,"17"
"500259682002046",3,"4"
"500259682002047",2,"3"
"500259682002048",NULL,"0"
"500259682002049",1,"1"
"500259682002050",3,"3"
"500259682002051",1,"2"
"500259682002052",NULL,"2"
"500259682002053",NULL,"3"
"500259682002054",NULL,"7"
"500259683001000",3,"3"
"500259683001001",32,"34"
"500259683001002",58,"49"
"500259683001003",24,"27"
"500259683001004",NULL,"0"
"500259683001005",22,"22"
"500259683001006",41,"42"
"500259683001007",13,"17"
"500259683001008",11,"16"
"500259683001009",4,"5"
"500259683001010",13,"15"
"500259683001011",NULL,"0"
"500259683001012",6,"5"
"500259683001013",NULL,"0"
"500259683001014",NULL,"0"
"500259683001015",NULL,"0"
"500259683001016",NULL,"0"
"500259683001017",NULL,"0"
"500259683001018",2,"1"
"500259683001019",56,"64"
"500259683001020",NULL,"0"
"500259683001021",NULL,"0"
"500259683001022",NULL,"0"
"500259683001023",NULL,"1"
"500259683001024",28,"33"
"500259683001025",6,"4"
"500259683001026",1,"0"
"500259683001027",4,"5"
"500259683001028",2,"3"
"500259683001029",NULL,"0"
"500259683001030",20,"26"
"500259683001031",4,"2"
"500259683001032",1,"1"
"500259683001033",NULL,"0"
"500259683001034",7,"8"
"500259683001035",2,"2"
"500259683001036",NULL,"0"
"500259683001037",2,"1"
"500259683001038",NULL,"0"
"500259683001039",5,"9"
"500259683001040",NULL,"0"
"500259683001041",1,"1"
"500259683001042",13,"16"
"500259683001043",24,"29"
"500259683001044",NULL,"0"
"500259683001045",NULL,"0"
"500259683001046",NULL,"0"
"500259683001047",7,"7"
"500259683001048",NULL,"0"
"500259683001049",13,"17"
"500259683001050",7,"2"
"500259683001051",18,"33"
"500259683001052",14,"16"
"500259683001053",NULL,"0"
"500259683001054",2,"3"
"500259683001055",1,"1"
"500259683001056",11,"15"
"500259683002000",1,"1"
"500259683002001",3,"1"
"500259683002002",9,"5"
"500259683002003",16,"16"
"500259683002004",1,"4"
"500259683002005",NULL,"0"
"500259683002006",8,"24"
"500259683002007",7,"8"
"500259683002008",NULL,"0"
"500259683002009",NULL,"0"
"500259683002010",2,"9"
"500259683002011",NULL,"0"
"500259683002012",NULL,"0"
"500259683002013",3,"14"
"500259683002014",46,"57"
"500259683002015",14,"19"
"500259683002016",11,"8"
"500259683002017",4,"4"
"500259683002018",15,"17"
"500259683002019",12,"19"
"500259683002020",15,"60"
"500259683002021",10,"15"
"500259683002022",7,"12"
"500259683002023",6,"8"
"500259683002024",17,"16"
"500259683002025",4,"3"
"500259683002026",21,"22"
"500259683002027",5,"4"
"500259683002028",19,"19"
"500259683002029",44,"78"
"500259683002030",14,"24"
"500259683002031",20,"27"
"500259683002032",NULL,"0"
"500259683002033",11,"17"
"500259683002034",14,"16"
"500259683002035",2,"0"
"500259683002036",2,"3"
"500259683002037",7,"11"
"500259683002038",28,"35"
"500259683002039",12,"15"
"500259683002040",13,"20"
"500259683002041",37,"72"
"500259683002042",1,"1"
"500259683002043",2,"3"
"500259683002044",1,"2"
"500259684001000",15,"21"
"500259684001001",8,"12"
"500259684001002",NULL,"4"
"500259684001003",11,"3"
"500259684001004",NULL,"0"
"500259684001005",3,"2"
"500259684001006",2,"4"
"500259684001007",3,"5"
"500259684001008",NULL,"0"
"500259684001009",15,"17"
"500259684001010",34,"51"
"500259684001011",1,"2"
"500259684001012",6,"9"
"500259684001013",21,"41"
"500259684001014",5,"20"
"500259684001015",3,"1"
"500259684001016",3,"5"
"500259684001017",5,"7"
"500259684001018",142,"151"
"500259684001019",44,"42"
"500259684001020",10,"10"
"500259684001021",15,"15"
"500259684001022",5,"5"
"500259684001023",6,"7"
"500259684001024",24,"30"
"500259684001025",33,"38"
"500259684001026",8,"14"
"500259684001027",NULL,"0"
"500259684001028",13,"24"
"500259684001029",18,"34"
"500259684001030",14,"15"
"500259684002000",22,"30"
"500259684002001",72,"79"
"500259684002002",20,"24"
"500259684002003",50,"50"
"500259684002004",37,"36"
"500259684002005",52,"46"
"500259684002006",15,"14"
"500259684002007",48,"46"
"500259684002008",1,"1"
"500259684002009",14,"21"
"500259684002010",16,"20"
"500259684002011",5,"7"
"500259684002012",6,"6"
"500259684002013",5,"4"
"500259684002014",15,"13"
"500259684002015",5,"5"
"500259684003000",70,"72"
"500259684003001",30,"33"
"500259684003002",53,"46"
"500259684003003",5,"7"
"500259684003004",12,"23"
"500259684003005",60,"42"
"500259684003006",3,"11"
"500259684003007",11,"11"
"500259684003008",26,"33"
"500259684003009",10,"11"
"500259684004000",69,"60"
"500259684004001",9,"7"
"500259684004002",18,"17"
"500259684004003",NULL,"0"
"500259684004004",26,"29"
"500259684004005",62,"68"
"500259684004006",13,"13"
"500259684004007",6,"6"
"500259684004008",51,"60"
"500259684004009",3,"5"
"500259684004010",2,"4"
"500259684004011",61,"77"
"500259684004012",38,"35"
"500259684004013",13,"21"
"500259684004014",11,"9"
"500259684004015",3,"4"
"500259684004016",5,"4"
"500259684004017",2,"3"
"500259684004018",NULL,"0"
"500259684004019",17,"13"
"500259684004020",NULL,"0"
"500259685001000",1,"0"
"500259685001001",23,"24"
"500259685001002",7,"6"
"500259685001003",16,"16"
"500259685001004",17,"16"
"500259685001005",7,"14"
"500259685001006",1,"2"
"500259685001007",NULL,"0"
"500259685001008",1,"2"
"500259685001009",8,"16"
"500259685001010",9,"16"
"500259685001011",21,"46"
"500259685001012",7,"12"
"500259685001013",27,"43"
"500259685002000",8,"40"
"500259685002001",1,"2"
"500259685002002",3,"6"
"500259685002003",68,"125"
"500259685002004",5,"18"
"500259685002005",20,"21"
"500259685002006",9,"18"
"500259685002007",NULL,"0"
"500259685002008",NULL,"0"
"500259685002009",NULL,"0"
"500259685002010",26,"46"
"500259685002011",NULL,"0"
"500259685002012",15,"14"
"500259685002013",12,"13"
"500259685002014",27,"33"
"500259685002015",68,"72"
"500259685002016",15,"17"
"500259685002017",14,"17"
"500259685002018",30,"36"
"500259685002019",18,"21"
"500259685002020",48,"53"
"500259685002021",16,"17"
"500259685002022",3,"4"
"500259685002023",39,"41"
"500259685002024",NULL,"0"
"500259685002025",17,"17"
"500259685002026",8,"12"
"500259685002027",5,"5"
"500259685002028",13,"14"
"500259685002029",12,"17"
"500259685002030",3,"6"
"500259685002031",NULL,"0"
"500259685002032",NULL,"0"
"500259685003000",18,"44"
"500259685003001",17,"42"
"500259685003002",25,"46"
"500259685003003",17,"19"
"500259685003004",7,"9"
"500259685003005",45,"54"
"500259685003006",31,"39"
"500259685003007",16,"32"
"500259685003008",12,"26"
"500259685003009",11,"26"
"500259685004000",3,"8"
"500259685004001",22,"46"
"500259685004002",14,"30"
"500259685004003",28,"37"
"500259685004004",43,"49"
"500259685004005",54,"43"
"500259685004006",19,"21"
"500259685004007",25,"16"
"500259685004008",NULL,"0"
"500259685004009",NULL,"0"
"500259685004010",NULL,"0"
"500259685004011",15,"7"
"500259685004012",3,"1"
"500259685004013",14,"10"
"500259685004014",NULL,"0"
"500259685004015",7,"6"
"500259685004016",NULL,"0"
"500259685004017",8,"9"
"500259685004018",7,"19"
"500259685004019",53,"67"
"500259685004020",6,"10"
"500259685004021",6,"16"
"500259685004022",3,"3"
"500259685004023",4,"0"
"500259685004024",NULL,"0"
"500259685004025",1,"0"
"500259685005000",9,"11"
"500259685005001",80,"78"
"500259685005002",1,"1"
"500259685005003",17,"14"
"500259685005004",1,"0"
"500259685005005",3,"3"
"500259685005006",23,"22"
"500259685005007",NULL,"0"
"500259685005008",NULL,"0"
"500259685005009",26,"22"
"500259685005010",17,"20"
"500259685005011",22,"19"
"500259685005012",25,"26"
"500259685005013",25,"25"
"500259685005014",15,"20"
"500259685005015",13,"15"
"500259685005016",10,"12"
"500259685005017",15,"15"
"500259685005018",36,"35"
"500259685005019",14,"15"
"500259685005020",NULL,"0"
"500259685005021",3,"7"
"500259685005022",36,"23"
"500259685005023",17,"13"
"500259685005024",NULL,"0"
"500259685005025",NULL,"0"
"500259685005026",70,"82"
"500259685005027",1,"0"
"500259686001000",NULL,"0"
"500259686001001",NULL,"0"
"500259686001002",NULL,"0"
"500259686001003",18,"39"
"500259686001004",14,"26"
"500259686001005",1,"6"
"500259686001006",11,"22"
"500259686001007",NULL,"0"
"500259686001008",1,"2"
"500259686001009",49,"46"
"500259686001010",15,"15"
"500259686001011",7,"8"
"500259686001012",18,"23"
"500259686001013",7,"18"
"500259686001014",38,"86"
"500259686001015",11,"26"
"500259686001016",22,"42"
"500259686001017",15,"32"
"500259686001018",NULL,"0"
"500259686001019",NULL,"0"
"500259686001020",14,"13"
"500259686001021",14,"18"
"500259686001022",25,"54"
"500259686001023",16,"27"
"500259686001024",5,"14"
"500259686001025",10,"11"
"500259686001026",20,"56"
"500259686002000",NULL,"14"
"500259686002001",2,"14"
"500259686002002",10,"26"
"500259686002003",NULL,"0"
"500259686002004",4,"5"
"500259686002005",1,"2"
"500259686002006",28,"34"
"500259686002007",NULL,"0"
"500259686002008",5,"2"
"500259686002009",NULL,"15"
"500259686002010",NULL,"1"
"500259686002011",54,"11"
"500259686002012",5,"5"
"500259686002013",11,"7"
"500259686002014",10,"7"
"500259686002015",NULL,"0"
"500259686002016",6,"4"
"500259686002017",NULL,"0"
"500259686002018",NULL,"0"
"500259686002019",NULL,"0"
"500259686002020",71,"76"
"500259686002021",21,"9"
"500259686002022",10,"8"
"500259686002023",NULL,"0"
"500259686002024",NULL,"0"
"500259686002025",14,"26"
"500259686002026",4,"1"
"500259686002027",35,"98"
"500259686002028",3,"16"
"500259686002029",16,"52"
"500259686002030",27,"52"
"500259686002031",41,"77"
"500259686002032",NULL,"0"
"500259686002033",NULL,"0"
"500259686002034",4,"14"
"500259686002035",3,"18"
"500259686002036",15,"7"
"500259686002037",NULL,"0"
"500259686002038",NULL,"0"
"500259686002039",NULL,"0"
"500259686002040",12,"12"
"500259686002041",4,"1"
"500259686002042",100,"93"
"500259686002043",14,"17"
"500259686002044",36,"43"
"500259686002045",24,"27"
"500259686002046",NULL,"1"
"500259686002047",2,"4"
"500259686002048",NULL,"0"
"500259686002049",20,"14"
"500259687001000",24,"26"
"500259687001001",21,"36"
"500259687001002",6,"10"
"500259687001003",2,"3"
"500259687001004",1,"2"
"500259687001005",27,"39"
"500259687001006",12,"14"
"500259687001007",15,"20"
"500259687001008",52,"52"
"500259687001009",NULL,"0"
"500259687001010",3,"6"
"500259687001011",29,"44"
"500259687001012",122,"151"
"500259687001013",17,"25"
"500259687001014",3,"5"
"500259687001015",9,"13"
"500259687001016",3,"4"
"500259687001017",4,"4"
"500259687001018",NULL,"0"
"500259687001019",60,"69"
"500259687001020",NULL,"0"
"500259687001021",4,"7"
"500259687001022",40,"62"
"500259687001023",1,"2"
"500259687001024",1,"0"
"500259687001025",2,"2"
"500259687001026",4,"3"
"500259687001027",15,"19"
"500259687001028",2,"4"
"500259687001029",26,"25"
"500259687001030",28,"59"
"500259687001031",9,"10"
"500259687001032",9,"22"
"500259687001033",3,"4"
"500259687001034",19,"17"
"500259687001035",18,"18"
"500259687001036",NULL,"0"
"500259687001037",NULL,"0"
"500259687001038",1,"0"
"500259687001039",1,"6"
"500259687001040",3,"6"
"500259687001041",2,"6"
"500259687002000",3,"3"
"500259687002001",NULL,"0"
"500259687002002",30,"33"
"500259687002003",NULL,"1"
"500259687002004",24,"10"
"500259687002005",24,"20"
"500259687002006",14,"13"
"500259687002007",16,"13"
"500259687002008",6,"6"
"500259687002009",8,"14"
"500259687002010",4,"4"
"500259687002011",8,"7"
"500259687002012",NULL,"0"
"500259687002013",2,"4"
"500259687002014",16,"21"
"500259687002015",7,"7"
"500259687002016",24,"15"
"500259687002017",6,"3"
"500259687002018",163,"161"
"500259687002019",2,"1"
"500259687002020",2,"1"
"500259687002021",13,"11"
"500259687002022",19,"21"
"500259687002023",10,"15"
"500259687002024",1,"2"
"500259687002025",4,"6"
"500259687002026",NULL,"0"
"500259687002027",NULL,"0"
"500259687002028",18,"23"
"500259687002029",NULL,"0"
"500259687002030",NULL,"0"
"500259687002031",13,"12"
"500259687002032",8,"20"
"500259687002033",11,"10"
"500259687002034",1,"4"
"500259687002035",NULL,"0"
"500259687002036",NULL,"0"
"500259687002037",NULL,"0"
"500259687002038",NULL,"0"
"500259687002039",NULL,"0"
"500259687002040",1,"1"
"500259687002041",3,"2"
"500259687002042",12,"7"
"500259687002043",2,"2"
"500259687002044",NULL,"0"
"500259687002045",1,"6"
"500259687002046",NULL,"2"
"500259687003000",1,"0"
"500259687003001",NULL,"0"
"500259687003002",7,"19"
"500259687003003",3,"3"
"500259687003004",46,"90"
"500259687003005",12,"20"
"500259687003006",26,"42"
"500259687003007",4,"4"
"500259687003008",NULL,"0"
"500259687003009",NULL,"0"
"500259687003010",1,"0"
"500259687003011",NULL,"0"
"500259687003012",1,"4"
"500259687003013",5,"14"
"500259687003014",NULL,"0"
"500259687003015",45,"83"
"500259687003016",4,"3"
"500259687003017",7,"14"
"500259687003018",3,"4"
"500259687003019",17,"59"
"500259687003020",NULL,"1"
"500259687003021",1,"4"
"500259687003022",NULL,"0"
"500259687003023",8,"16"
"500259687003024",NULL,"0"
"500259687003025",2,"0"
"500259687003026",21,"46"
"500259687003027",NULL,"0"
"500259687003028",6,"18"
"500259687003029",7,"18"
"500259687003030",2,"8"
"500259687003031",8,"26"
"500259687003032",14,"45"
"500259687003033",1,"2"
"500259687003034",4,"11"
"500259687003035",24,"69"
"500259687003036",1,"2"
"500259687003037",12,"19"
"500259687003038",83,"79"
"500259687003039",27,"28"
"500259687003040",12,"17"
"500259687003041",31,"49"
"500259687003042",32,"38"
"500259687003043",4,"8"
"500259687003044",52,"68"
"500259687003045",12,"16"
"500259687003046",14,"15"
"500259687003047",1,"2"
"500259687003048",21,"22"
"500259687003049",118,"125"
"500259687003050",71,"87"
"500259687003051",7,"8"
"500259687003052",22,"24"
"500259687003053",4,"4"
"500259687003054",NULL,"0"
"500259687003055",3,"7"
"500259687003056",5,"19"
"500259687003057",7,"30"
"500259687003058",39,"48"
"500259687003059",2,"12"
"500279650001000",10,"22"
"500279650001001",8,"24"
"500279650001002",NULL,"2"
"500279650001003",NULL,"0"
"500279650001004",1,"2"
"500279650001005",8,"16"
"500279650001006",2,"9"
"500279650001007",NULL,"0"
"500279650001008",9,"19"
"500279650001009",5,"5"
"500279650001010",2,"3"
"500279650001011",8,"6"
"500279650001012",7,"6"
"500279650001013",NULL,"0"
"500279650001014",3,"3"
"500279650001015",2,"2"
"500279650001016",2,"5"
"500279650001017",9,"9"
"500279650001018",NULL,"0"
"500279650001019",1,"0"
"500279650001020",3,"2"
"500279650001021",NULL,"0"
"500279650001022",NULL,"0"
"500279650001023",1,"3"
"500279650001024",4,"9"
"500279650001025",NULL,"0"
"500279650001026",NULL,"0"
"500279650001027",10,"6"
"500279650001028",22,"28"
"500279650001029",1,"1"
"500279650001030",23,"32"
"500279650001031",24,"35"
"500279650001032",11,"9"
"500279650001033",NULL,"0"
"500279650001034",35,"67"
"500279650001035",NULL,"0"
"500279650001036",2,"8"
"500279650001037",9,"16"
"500279650001038",2,"4"
"500279650001039",NULL,"0"
"500279650001040",NULL,"0"
"500279650001041",7,"8"
"500279650001042",8,"30"
"500279650001043",11,"60"
"500279650001044",6,"20"
"500279650001045",12,"36"
"500279650001046",NULL,"0"
"500279650001047",NULL,"0"
"500279650001048",4,"4"
"500279650001049",NULL,"0"
"500279650001050",NULL,"0"
"500279650001051",NULL,"10"
"500279650001052",NULL,"0"
"500279650001053",NULL,"0"
"500279650001054",1,"0"
"500279650001055",NULL,"0"
"500279650001056",NULL,"0"
"500279650001057",21,"48"
"500279650001058",6,"16"
"500279650001059",1,"4"
"500279650001060",16,"24"
"500279650001061",95,"105"
"500279650001062",14,"14"
"500279650001063",12,"14"
"500279650001064",7,"7"
"500279650001065",7,"11"
"500279650001066",42,"47"
"500279650001067",16,"21"
"500279650001068",30,"35"
"500279650001069",8,"12"
"500279650001070",NULL,"0"
"500279650002000",14,"10"
"500279650002001",1,"0"
"500279650002002",15,"6"
"500279650002003",28,"14"
"500279650002004",7,"0"
"500279650002005",36,"20"
"500279650002006",28,"8"
"500279650002007",8,"6"
"500279650002008",2,"1"
"500279650002009",1,"0"
"500279650002010",19,"16"
"500279650002011",1,"0"
"500279650002012",4,"0"
"500279650002013",1,"0"
"500279650002014",10,"8"
"500279650002015",1,"2"
"500279650002016",34,"32"
"500279650002017",60,"59"
"500279650002018",2,"3"
"500279650002019",9,"13"
"500279650002020",39,"44"
"500279650002021",8,"10"
"500279650002022",5,"7"
"500279650002023",12,"13"
"500279650002024",NULL,"0"
"500279650002025",5,"9"
"500279650002026",4,"8"
"500279650002027",14,"20"
"500279650002028",5,"8"
"500279650003000",6,"4"
"500279650003001",17,"14"
"500279650003002",8,"8"
"500279650003003",1,"2"
"500279650003004",21,"38"
"500279650003005",130,"154"
"500279650003006",3,"0"
"500279650003007",NULL,"0"
"500279650003008",7,"10"
"500279650003009",11,"13"
"500279650003010",6,"4"
"500279650003011",9,"10"
"500279650003012",3,"4"
"500279650003013",5,"5"
"500279650003014",9,"13"
"500279650003015",2,"4"
"500279650003016",8,"9"
"500279650003017",2,"2"
"500279650003018",21,"24"
"500279650003019",7,"10"
"500279650003020",3,"3"
"500279650003021",46,"15"
"500279650003022",NULL,"0"
"500279650003023",NULL,"0"
"500279650003024",1,"2"
"500279650003025",NULL,"0"
"500279650003026",6,"2"
"500279650003027",3,"2"
"500279650003028",8,"11"
"500279650003029",90,"118"
"500279650003030",29,"43"
"500279650003031",43,"49"
"500279650003032",5,"5"
"500279650003033",2,"2"
"500279650003034",NULL,"0"
"500279650003035",4,"8"
"500279650003036",2,"10"
"500279650003037",5,"6"
"500279650003038",12,"13"
"500279650003039",20,"20"
"500279650003040",19,"21"
"500279650003041",3,"2"
"500279650003042",23,"26"
"500279650003043",2,"2"
"500279651001000",42,"31"
"500279651001001",49,"49"
"500279651001002",6,"8"
"500279651001003",7,"8"
"500279651001004",65,"90"
"500279651001005",10,"12"
"500279651001006",NULL,"0"
"500279651001007",1,"0"
"500279651001008",NULL,"0"
"500279651001009",55,"70"
"500279651001010",7,"7"
"500279651001011",NULL,"0"
"500279651001012",2,"2"
"500279651001013",NULL,"0"
"500279651001014",9,"13"
"500279651001015",1,"0"
"500279651001016",36,"48"
"500279651001017",1,"1"
"500279651001018",10,"19"
"500279651001019",3,"3"
"500279651001020",4,"5"
"500279651001021",27,"39"
"500279651001022",NULL,"0"
"500279651001023",2,"0"
"500279651001024",NULL,"0"
"500279651001025",NULL,"3"
"500279651001026",36,"38"
"500279651002000",3,"4"
"500279651002001",NULL,"0"
"500279651002002",6,"9"
"500279651002003",4,"11"
"500279651002004",2,"3"
"500279651002005",5,"17"
"500279651002006",NULL,"0"
"500279651002007",67,"91"
"500279651002008",12,"15"
"500279651002009",1,"1"
"500279651002010",3,"4"
"500279651002011",3,"10"
"500279651002012",35,"44"
"500279651002013",4,"3"
"500279651002014",10,"9"
"500279651002015",NULL,"0"
"500279651002016",NULL,"0"
"500279651002017",2,"4"
"500279651002018",67,"87"
"500279651002019",5,"9"
"500279651002020",NULL,"0"
"500279651002021",NULL,"0"
"500279651002022",NULL,"0"
"500279651002023",1,"2"
"500279651002024",2,"5"
"500279651002025",4,"12"
"500279651002026",2,"3"
"500279651002027",4,"5"
"500279651002028",NULL,"0"
"500279651002029",NULL,"0"
"500279651002030",20,"35"
"500279651002031",14,"18"
"500279651002032",NULL,"0"
"500279651002033",10,"12"
"500279651002034",4,"7"
"500279651002035",20,"21"
"500279651002036",NULL,"0"
"500279651002037",2,"0"
"500279651002038",1,"3"
"500279651002039",6,"7"
"500279651002040",2,"5"
"500279651002041",6,"5"
"500279651002042",11,"19"
"500279651002043",2,"5"
"500279651002044",NULL,"0"
"500279651002045",NULL,"0"
"500279651002046",4,"5"
"500279651002047",53,"75"
"500279651002048",NULL,"0"
"500279651002049",NULL,"0"
"500279651002050",11,"14"
"500279651002051",16,"22"
"500279651002052",18,"24"
"500279651002053",NULL,"0"
"500279651002054",NULL,"0"
"500279651002055",3,"1"
"500279651002056",2,"4"
"500279651002057",10,"3"
"500279651002058",40,"44"
"500279651002059",NULL,"0"
"500279651002060",NULL,"0"
"500279651002061",2,"0"
"500279651002062",1,"0"
"500279651002063",NULL,"0"
"500279651002064",1,"0"
"500279651002065",1,"0"
"500279651003000",NULL,"0"
"500279651003001",67,"87"
"500279651003002",6,"5"
"500279651003003",31,"44"
"500279651003004",5,"10"
"500279651003005",2,"3"
"500279651003006",2,"3"
"500279651003007",NULL,"0"
"500279651003008",5,"7"
"500279651003009",8,"12"
"500279651003010",5,"7"
"500279651003011",2,"2"
"500279651003012",9,"15"
"500279651003013",2,"6"
"500279651003014",NULL,"1"
"500279651003015",NULL,"0"
"500279651003016",12,"14"
"500279651003017",11,"16"
"500279651003018",6,"10"
"500279651003019",9,"13"
"500279651003020",1,"2"
"500279651003021",NULL,"0"
"500279651003022",NULL,"0"
"500279651003023",NULL,"0"
"500279651003024",NULL,"0"
"500279651003025",NULL,"0"
"500279651003026",NULL,"0"
"500279651003027",43,"55"
"500279651003028",8,"12"
"500279651003029",21,"36"
"500279651003030",1,"2"
"500279651003031",1,"1"
"500279651003032",1,"0"
"500279651003033",1,"3"
"500279651003034",7,"7"
"500279651003035",NULL,"0"
"500279651003036",15,"22"
"500279651003037",31,"45"
"500279651003038",27,"34"
"500279651003039",NULL,"0"
"500279651003040",6,"12"
"500279651003041",4,"4"
"500279651003042",1,"0"
"500279651003043",1,"1"
"500279651003044",1,"2"
"500279651003045",15,"27"
"500279651003046",14,"16"
"500279651003047",13,"20"
"500279651003048",20,"40"
"500279651003049",8,"8"
"500279654001000",5,"2"
"500279654001001",36,"16"
"500279654001002",3,"2"
"500279654001003",NULL,"0"
"500279654001004",22,"11"
"500279654001005",NULL,"0"
"500279654001006",3,"2"
"500279654001007",85,"44"
"500279654001008",14,"11"
"500279654001009",4,"9"
"500279654001010",NULL,"0"
"500279654001011",1,"2"
"500279654001012",5,"2"
"500279654001013",18,"14"
"500279654001014",8,"8"
"500279654001015",42,"25"
"500279654001016",18,"20"
"500279654001017",4,"3"
"500279654001018",1,"0"
"500279654001019",NULL,"0"
"500279654001020",NULL,"0"
"500279654001021",6,"4"
"500279654001022",NULL,"0"
"500279654001023",23,"29"
"500279654001024",NULL,"0"
"500279654001025",1,"1"
"500279654001026",3,"4"
"500279654001027",5,"5"
"500279654001028",15,"22"
"500279654001029",NULL,"0"
"500279654001030",7,"8"
"500279654001031",NULL,"0"
"500279654001032",43,"14"
"500279654001033",1,"0"
"500279654001034",6,"2"
"500279654001035",28,"17"
"500279654001036",2,"0"
"500279654001037",NULL,"0"
"500279654001038",NULL,"0"
"500279654001039",10,"5"
"500279654001040",33,"12"
"500279654001041",12,"5"
"500279654001042",1,"0"
"500279654001043",4,"2"
"500279654001044",NULL,"0"
"500279654001045",NULL,"0"
"500279654001046",5,"4"
"500279654001047",2,"0"
"500279654001048",NULL,"0"
"500279654001049",5,"1"
"500279654001050",6,"1"
"500279654001051",7,"1"
"500279654001052",18,"13"
"500279654001053",NULL,"0"
"500279654001054",8,"6"
"500279654001055",2,"4"
"500279654001056",2,"2"
"500279654001057",NULL,"0"
"500279654001058",NULL,"0"
"500279654001059",3,"4"
"500279654001060",10,"11"
"500279654001061",NULL,"0"
"500279654001062",13,"15"
"500279654001063",7,"7"
"500279654001064",1,"2"
"500279654001065",50,"61"
"500279654001066",1,"1"
"500279654001067",NULL,"0"
"500279654001068",NULL,"0"
"500279654001069",NULL,"0"
"500279654001070",5,"8"
"500279654001071",7,"9"
"500279654001072",21,"15"
"500279654001073",3,"1"
"500279654001074",11,"6"
"500279654001075",27,"25"
"500279654001076",NULL,"0"
"500279654001077",NULL,"1"
"500279654001078",9,"10"
"500279654001079",5,"5"
"500279654001080",2,"4"
"500279654001081",10,"5"
"500279654002000",NULL,"0"
"500279654002001",7,"3"
"500279654002002",8,"8"
"500279654002003",7,"12"
"500279654002004",5,"6"
"500279654002005",NULL,"0"
"500279654002006",1,"0"
