"state_abbr","brand_name","technology","count"
"AL","Coosa Valley Technologies, Inc.",50,"12253"
"AZ","CopperNet Systems Inc",50,"11"
"AZ","CopperNet Systems Inc",70,"95490"
"AZ","CopperNet Systems Inc",71,"27"
"AZ","CopperNet Systems Inc",72,"95483"
"AK","Copper Valley Tel",70,"6"
"AK","Copper Valley Tel",71,"3"
"AK","Copper Valley Telephone",10,"312"
"AK","Copper Valley Telephone",50,"4355"
"AK","Cordova Telephone Cooperative",10,"1085"
"AK","Cordova Telephone Cooperative",50,"30"
"IA","Corn Belt Telephone",50,"591"
"CA","Cosner-Neipp Corporation",10,"1"
"CA","Cosner-Neipp Corporation",70,"11"
"CA","Cosner-Neipp Corporation",72,"27"
"IN","COSOTNET",70,"1"
"PR","COSOTNET",50,"34890"
"PR","COSOTNET",70,"134892"
"KS","Council Grove Telephone Company",50,"1992"
"WV","Countrymen Communications",70,"220"
"WI","Country Wireless",50,"1"
"WI","Country Wireless",70,"46726"
"WI","Country Wireless",71,"27078"
"TX","county line communications",50,"498"
"AR","Cowboy Internet Servies",71,"175"
"AR","Cox Communications",40,"229413"
"AR","Cox Communications",50,"8511"
"AZ","Cox Communications",40,"1659708"
"AZ","Cox Communications",50,"171896"
"CA","Cox Communications",40,"821555"
"CA","Cox Communications",50,"16105"
"CT","Cox Communications",40,"144174"
"CT","Cox Communications",50,"80"
"FL","Cox Communications",40,"287164"
"FL","Cox Communications",50,"7757"
"GA","Cox Communications",40,"109879"
"GA","Cox Communications",50,"9740"
"IA","Cox Communications",40,"27031"
"IA","Cox Communications",50,"118"
"ID","Cox Communications",40,"10258"
"ID","Cox Communications",50,"160"
"KS","Cox Communications",40,"427810"
"KS","Cox Communications",50,"8755"
"LA","Cox Communications",40,"724243"
"LA","Cox Communications",50,"8034"
"MA","Cox Communications",40,"1630"
"MO","Cox Communications",40,"47"
"NC","Cox Communications",40,"784"
"NE","Cox Communications",40,"231291"
"NE","Cox Communications",50,"13737"
"NV","Cox Communications",40,"614384"
"NV","Cox Communications",50,"32421"
"OH","Cox Communications",40,"82497"
"OH","Cox Communications",50,"115"
"OK","Cox Communications",40,"669639"
"OK","Cox Communications",50,"36078"
"RI","Cox Communications",40,"330076"
"RI","Cox Communications",50,"173"
"VA","Cox Communications",40,"811152"
"VA","Cox Communications",50,"6472"
"NE","Cozad Telephone Company",10,"236"
"NE","Cozad Telephone Company",50,"2390"
"IN","Craigville Telephone Company, Inc.",10,"888"
"IN","Craigville Telephone Company, Inc.",50,"5219"
"KS","Craw Kan Telephone Cooperative Inc",10,"4078"
"KS","Craw Kan Telephone Cooperative Inc",50,"27369"
"MO","Craw Kan Telephone Cooperative Inc",50,"2910"
"OK","Craw Kan Telephone Cooperative Inc",10,"155"
"OK","Craw Kan Telephone Cooperative Inc",50,"2"
"MA","CRC Communications LLC",50,"578"
"MA","CRC Communications LLC",70,"559"
"MA","CRC Communications LLC",72,"225"
"ME","CRC Communications LLC",10,"6"
"ME","CRC Communications LLC",50,"50003"
"OR","CresComm WiFi LLC",70,"569"
"WA","CresComm WiFi LLC",70,"2089"
"MO","Critical Links, LLC",70,"6964"
"GA","Crossbeam",50,"5200"
"OK","Cross Cable",71,"6356"
"OK","Cross Cable Television, LLC",50,"3350"
"MA","CROSSROADS FIBER",50,"10474"
"OK","Cross Telephone Company",10,"10566"
"OK","Cross Telephone Company, LLC",10,"1437"
"OK","Cross Telephone Company, LLC",50,"1023"
"IL","Crossville Communications",10,"707"
"NY","Crown Point Network Technologies, Inc dba Bridge Point Communication",50,"1028"
"NY","Crown Point Telephone Corporation",50,"1018"
"MD","Crowsnest Broadband LLC",70,"808"
"PA","Crowsnest Broadband LLC",70,"40880"
"SD","CRST Telecom, Inc.",50,"510"
"SD","CRST Telephone Authority",50,"5686"
"CA","Cruzio",50,"49"
"CA","Cruzio",70,"1105"
"KY","Crystal Broadband Networks",40,"572"
"KY","Crystal Broadband Networks",50,"3674"
"OH","Crystal Broadband Networks",40,"1545"
"WV","Crystal Broadband Networks",50,"906"
"IA","CS Technologies, Inc.",10,"573"
"IA","CS Technologies, Inc.",40,"73"
"IA","CS Technologies, Inc.",50,"317"
"IA","CS Technologies, Inc.",70,"44"
"IA","CS Technologies, Inc.",72,"302"
"IL","CS Technologies, Inc.",10,"16"
"IL","CS Technologies, Inc.",50,"1"
"MN","CTC",10,"1465"
"MN","CTC",50,"29797"
"OH","CT Communications Network Inc.",10,"6659"
"OH","CT Communications Network Inc.",50,"3100"
"OH","CT Communications Network Inc.",70,"262"
"ID","CTCTelecom",70,"1761"
"ID","CTCTelecom",71,"21"
"OR","CTCTelecom",70,"380"
"WI","Cuba City Telephone Exchange Company, Inc.",50,"1946"
"IA","Cumberland Telephone Company",50,"1037"
"KY","Cumblerand Connect, LLC",50,"14"
"TN","Cumblerand Connect, LLC",50,"62102"
"TX","CUMBY TELEPHONE COOP., INC.",10,"2596"
"TX","CUMBY TELEPHONE COOP., INC.",50,"5596"
"KS","Cunningham Telephone & Cable",40,"8579"
"KS","Cunningham Telephone & Cable",50,"2008"
"KS","Cunningham Telephone & Communications",50,"6145"
"AR","Current High Speed",70,"16"
"MO","Current High Speed",50,"777"
"MO","Current High Speed",70,"3010"
"ID","Custer Telephone Cooperative",10,"599"
"ID","Custer Telephone Cooperative",40,"1387"
"ID","Custer Telephone Cooperative",50,"1643"
"ID","Custer Telephone Cooperative",70,"593"
"TX","CVEC  CVEC Connect",50,"444"
"OK","CVEC Fiber, LLC",50,"14191"
"AL","Cyber Broadband",50,"144"
"AL","Cyber Broadband",70,"2249"
"NM","Cyber Mesa",10,"1"
"NM","Cyber Mesa",50,"90"
"NM","Cyber Mesa",70,"666"
"ND","Dakota Central",50,"15641"
"IA","Dallas County Data",70,"5446"
"NE","Dalton Telephone Company",10,"2067"
"NE","Dalton Telephone Company",50,"564"
"NE","Dalton Telephone Company",70,"94"
"PA","DandBBroadband",50,"9"
"PA","DandBBroadband",70,"44"
"IA","Danville Mutual Telephone Company",50,"1344"
"GA","Darien Telephone Company, Inc.",40,"5711"
"GA","Darien Telephone Company, Inc.",50,"1388"
"OR","Datavision Communications",10,"36"
"OR","Datavision Communications",50,"2344"
"MI","DayStarr",50,"9626"
"WA","Day Wireless",50,"37"
"DC","DC Access LLC",70,"16031"
"WA","DCI",40,"3844"
"MN","DCN LLC",50,"3"
"ND","DCN LLC",50,"155"
"TX","DCTexas",70,"20713"
"FL","DECCA Digital Solutions",40,"4468"
"AL","defastlink",50,"18"
"MS","defastlink",50,"35300"
"TN","DeKalb Telephone Cooperative, Inc.",10,"2416"
"TN","DeKalb Telephone Cooperative, Inc.",50,"20004"
"LA","Delcambre Telephone Co.",50,"1849"
"NM","DELCOM",70,"1308"
"TX","DELCOM",50,"606"
"TX","DELCOM",70,"18297"
"NY","Delhi Telephone Company",50,"12311"
"NM","Dell Telephone Cooperative",50,"9"
"NM","Dell Telephone Cooperative",70,"625"
"TX","Dell Telephone Cooperative",50,"41"
"TX","Dell Telephone Cooperative",70,"525"
"MS","Delta Fiber",50,"11486"
"AL","Demopolis CATV Company",40,"3060"
"NM","DesertGate Internet",70,"8111"
"AZ","Desert iNet",70,"36317"
"NY","DFT Communication",10,"1399"
"NY","DFT Communication",50,"2658"
"NY","DFT Local Service",50,"2002"
"NY","DFT Local Service Corporation",70,"2885"
"PA","DFT Local Service Corporation",70,"82"
"KY","Dialog Telecommunications",10,"26"
"KY","Dialog Telecommunications",50,"275"
"OK","DiamondNet",50,"3703"
"ND","Dickey Rural Telephone Coop",50,"16639"
"SD","Dickey Rural Telephone Coop",50,"207"
"IL","digiMax",10,"4989"
"IL","digiMax",50,"10358"
"OH","DigitalC",70,"14495"
"LA","Digital_Communications",70,"15"
"PA","Digital Connections Inc, dba Prodigi",50,"1"
"WV","Digital Connections Inc, dba Prodigi",50,"6527"
"CA","DigitalPath, Inc.",71,"471934"
"NV","DigitalPath, Inc.",71,"37"
"KS","Diller Telephone Company",50,"93"
"NE","Diller Telephone Company",50,"1100"
"CA","Dillon Beach Internet Service LLC",70,"415"
"KS","Diode Cable Company",50,"2"
"KS","Diode Cable Company",70,"22"
"KS","Diode Cable Company",72,"2"
"NE","Diode Cable Company",50,"453"
"NE","Diode Cable Company",70,"22314"
"NE","Diode Cable Company",72,"6933"
"UT","Direct Communications Cedar Valley",50,"13198"
"ID","Direct Communications Rockland",10,"714"
"ID","Direct Communications Rockland",40,"7062"
"ID","Direct Communications Rockland",50,"79508"
"AZ","DirectLink",70,"1403"
"CO","DirectLink",50,"1688"
"CO","DirectLink",70,"93277"
"OR","DirectLink",10,"1425"
"OR","DirectLink",50,"8896"
"IL","Diverse Communications",10,"5"
"IL","Diverse Communications",50,"911"
"IA","Dixon Acquisition, LLC.",40,"728"
"IN","DMCI Broadband  LLC",70,"342"
"IN","DMCI Broadband  LLC",71,"416"
"MI","DMCI Broadband  LLC",50,"310"
"MI","DMCI Broadband  LLC",70,"13494"
"MI","DMCI Broadband  LLC",71,"14475"
"OH","DMCI Broadband  LLC",70,"374"
"OH","DMCI Broadband  LLC",71,"456"
"CA","DM-Tech Internet",70,"7757"
"PR","DM Wireless LLC",50,"2405"
"PR","DM Wireless LLC",70,"755124"
"IL","DNA Communications",10,"21300"
"IL","DNA Communications",50,"1250"
"AR","Dobson Fiber",50,"5738"
"OK","Dobson Fiber",50,"46056"
"OK","Dobson Telephone Co Inc",10,"3903"
"OK","Dobson Telephone Co Inc",50,"1185"
"GU","Docomo Pacific",40,"36353"
"GU","Docomo Pacific",50,"267"
"MP","Docomo Pacific",40,"8659"
"MP","Docomo Pacific",50,"128"
"WI","Door County Broadband  LLC",70,"5735"
"WI","Door County Broadband  LLC",71,"5903"
"MD","Double Dog Communications, Inc",70,"35"
"PA","Double Dog Communications, Inc",70,"24766"
"WA","Douglas County P.U.D. (wholesale)",10,"14173"
"WA","Douglas County P.U.D. (wholesale)",70,"379"
"OR","Douglas Services, Inc.",40,"225"
"OR","Douglas Services, Inc.",50,"49110"
"MI","D & P Communications",10,"3"
"MI","D & P Communications",40,"4"
"MI","D & P Communications",50,"10"
"MI","D & P Communications",70,"811"
"OH","D & P Communications",70,"1"
"MI","D & P Communictions",40,"10172"
"MI","D & P Communictions",50,"13464"
"PA","DQE Communications LLC",50,"1175"
"WV","DQE Communications LLC",50,"1"
"AK","Dry Creek Internet",70,"31"
"NY","Dryden Fiber",50,"49"
"CA","DSI Stream",70,"14246"
"FL","DSI Stream",50,"165"
"FL","DSI Stream",70,"7"
"FL","DSI Stream",72,"2606"
"OH","DSI Stream",50,"48"
"ME","DSL",10,"2792"
"UT","DSL",10,"21"
"CA","DTS Fiber",70,"1"
"NV","DTS Fiber",50,"5972"
"NV","DTS Fiber",70,"2407"
"PR","DualNetInc",70,"7870"
"CO","Dubois Telephone Exchange Inc.",10,"26"
"CO","Dubois Telephone Exchange Inc.",50,"26"
"CO","Dubois Telephone Exchange Inc.",70,"5"
"WY","Dubois Telephone Exchange Inc.",10,"577"
"WY","Dubois Telephone Exchange Inc.",50,"1544"
"WY","Dubois Telephone Exchange Inc.",70,"23"
"CA","Ducor Telephone Company",10,"1072"
"CA","Ducor Telephone Company",50,"160"
"MI","Duke Broadband Inc",50,"622"
"IA","Dumont Telephone Company",50,"2554"
"NH","Dunbarton Telephone Company",10,"3"
"NH","Dunbarton Telephone Company",50,"1437"
"IA","Dunkerton Telephone Cooperative",10,"63"
"IA","Dunkerton Telephone Cooperative",50,"828"
"KY","DuoBroadband",10,"5316"
"KY","DuoBroadband",40,"4604"
"KY","DuoBroadband",50,"16013"
"VT","DVFiber",50,"4"
"FL","Dynamite WISP",70,"14"
"AL","Eagle Internet LLC",70,"29"
"OR","Eagle Telephone Systems",50,"407"
"MN","EAGLE VALLEY",10,"539"
"MN","EAGLE VALLEY",50,"239"
"NY","EagleZip.com",70,"43"
"PA","EagleZip.com",40,"1488"
"PA","EagleZip.com",50,"4"
"PA","EagleZip.com",70,"171"
"AR","East Arkansas Video, Inc.",40,"11849"
"AR","East Arkansas Video, Inc.",50,"446"
"IA","East Buchanan Telephone Cooperative",10,"679"
"IA","East Buchanan Telephone Cooperative",50,"1472"
"NC","Eastern Carolina Broadband, LLC",70,"3960"
"IN","Eastern Indiana WIFI",50,"39"
"IN","Eastern Indiana WIFI",70,"3274"
"IN","Eastern Indiana WIFI",72,"3058"
"MD","Eastern Shore Communications",50,"26"
"MD","Eastern Shore Communications",70,"3394"
"NC","Eastern Shore Communications",50,"1340"
"NC","Eastern Shore Communications",70,"3047"
"VA","Eastern Shore Communications",50,"116"
"VA","Eastern Shore of Virginia Broadband Authority",50,"41742"
"CO","Eastern Slope Rural Telephone Association, Inc.",10,"1817"
"CO","Eastern Slope Rural Telephone Association, Inc.",50,"3979"
"KY","Eastern Telephone & Technologies",50,"51"
"KY","Eastern Telephone & Technologies",70,"3779"
"TX","Eastex Celco, LLC",50,"2954"
"LA","Eastex Telephone Cooperative, Inc.",10,"2"
"TX","Eastex Telephone Cooperative, Inc.",10,"15482"
"TX","Eastex Telephone Cooperative, Inc.",50,"22019"
"AL","East Mississippi Connect, LLC",50,"6"
"MS","East Mississippi Connect, LLC",50,"34751"
"MN","Easton Telephone Company",10,"304"
"MD","Easton Velocity",40,"8506"
"MD","Easton Velocity",50,"1877"
"MN","EAST OTTER TAIL",10,"17533"
"MN","EAST OTTER TAIL",50,"9674"
"TX","East Texas Fiber Holdings",50,"2279"
"LA","""EATEL Corp.""",40,"52455"
"LA","""EATEL Corp.""",50,"68406"
"TX","EBTX Wireless",70,"566"
"TX","EBTX Wireless",72,"400"
"NH","ECFiber",50,"19"
"VT","ECFiber",50,"22907"
"UT","Echo Broadband",70,"1261"
"CO","echoitconsultingllc",70,"18"
"PR","EchoNet Wireless Puerto Rico LLC",70,"15970"
"IL","Echo Wireless",70,"524"
"IL","Echo Wireless",72,"53"
"IN","Echo Wireless",70,"17028"
"IN","Echo Wireless",72,"736"
"NM","Echo Wireless Broadband, Inc.",70,"521"
"TX","Echo Wireless Broadband, Inc.",70,"510"
"CO","ECIN",70,"12148"
"MI","Eclipse Communications",70,"675"
"OK","ecoLink",50,"30418"
"TN","ECSIS.NET",10,"28173"
"TN","ECSIS.NET",50,"8238"
"TN","ECSIS.NET",70,"866"
"WI","Edge Broadband",50,"7157"
"WI","Edge Broadband",70,"10725"
"UT","EFIBER",50,"13636"
"UT","EFIBER",70,"111"
"UT","EFIBER MOAB",50,"4626"
"UT","EFIBER SANJUAN",50,"2682"
"IL","Egyptian Internet Services, Inc",50,"40"
"IL","EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION",10,"1941"
"IL","EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION",50,"2001"
"GA","ElbertonNET",40,"5974"
"GA","ElbertonNET",50,"3416"
"TX","Electra Telephone Company",10,"1622"
"TX","Electra Telephone Company",50,"216"
"CO","ElektraFi LLC",71,"12979"
"TX","ElektraFi LLC",71,"12626"
"MO","Element Wireless LLC",70,"3759"
"OR","Elevate ConnX",50,"1"
"OR","Elevate ConnX",71,"216471"
"WA","Elevate ConnX",71,"2205"
"CO","Elevate Internet",50,"24713"
"CO","Elevations Ethernet LLC",70,"44"
"ID","E.L. INTERNET NORTHWEST",40,"261"
"ID","E.L. INTERNET NORTHWEST",50,"1661"
"ID","E.L. INTERNET NORTHWEST",70,"6716"
"MT","E.L. INTERNET NORTHWEST",70,"1175"
"IA","Ellsworth Cooperative Telephone Association",50,"801"
"TX","EllumNet",10,"5"
"TX","EllumNet",50,"215"
"NE","Elsie Communications",10,"287"
"NE","Elsie Communications",50,"32"
"IN","Elytron Communications",70,"648"
"OR","Emerald Broadband, LLC",50,"650"
"OR","Emerald Broadband, LLC",70,"123"
"MN","EMILY COOPERATIVE TELEPHONE COMPANY",50,"3459"
"NY","Empire Long Distance Corporation",50,"63836"
"NY","Empire Telephone Corp.",10,"1630"
"NY","Empire Telephone Corp.",50,"6377"
"NC","Empower Broadband",10,"13"
"NC","Empower Broadband",50,"57"
"VA","Empower Broadband",10,"1208"
"VA","Empower Broadband",50,"6901"
"AR","empower, delivered by CECC",50,"29825"
"MO","empower, delivered by CECC",50,"22"
"NC","Empower Telecom",10,"1"
"NC","Empower Telecom",50,"18"
"VA","Empower Telecom",10,"1150"
"VA","Empower Telecom",50,"3410"
"TX","ENA Healthcare Services, LLC",50,"1"
"WV","ENA Healthcare Services, LLC",50,"1"
"NC","ENC Access Investments LLC",50,"2233"
"FL","ENCO Electronic Systems LLC",50,"443"
"FL","ENCO Electronic Systems LLC",70,"2"
"OK","Encore Communications",50,"284"
"IN","Endeavor Communications",50,"21360"
"KY","energynet",50,"27438"
"TN","energynet",50,"54"
"TX","Engineer Austin LLC",50,"11"
"TX","Engineer Austin LLC",70,"29"
"AR","Enlightened",50,"1577"
"NM","ENMR Telephone Cooperative",10,"896"
"NM","ENMR Telephone Cooperative",50,"13056"
"TX","ENMR Telephone Cooperative",10,"2"
"TX","ENMR Telephone Cooperative",50,"778"
"GA","EPB",50,"9314"
"TN","EPB",50,"129703"
"KS","Epic Touch",50,"1175"
"LA","Epic Touch",10,"2998"
"LA","Epic Touch",50,"6180"
"OK","Epic Touch",50,"49"
"KS","EPIC TOUCH CO, INC",50,"1778"
"TN","EPlus Broadband",50,"30831"
"NC","ERC Broadband",50,"468"
"TN","Erwin Fiber",50,"7562"
"CA","Esparto Broadband Inc.",40,"1069"
"CA","Esparto Broadband Inc.",50,"6"
"CA","Esparto Broadband Inc.",71,"1079"
"IA","Estherville Communications LLC",50,"5256"
"GA","ETC",10,"117"
"GA","ETC",40,"34654"
"GA","ETC",50,"8629"
"NC","ETC",40,"25"
"NC","ETC",50,"22"
"TN","ETC",40,"2573"
"TN","ETC",50,"260"
"KY","E-Tel, LLC",10,"613"
"KY","E-Tel, LLC",50,"613"
"TN","E-Tel, LLC",10,"1"
"TN","E-Tel, LLC",50,"1"
"TX","Etex Communications",10,"907"
"TX","Etex Communications",50,"23698"
"TX","Etex Communications",71,"15552"
"TX","Etex Telephone",10,"8567"
"TX","Etex Telephone",50,"21736"
"WI","Ethoplex",70,"363509"
"WI","Ethoplex",72,"24871"
"FL","Ethx Internet",70,"4544"
"ID","ETS Telco",50,"80"
"ID","ETS Telco",70,"14358"
"KS","Everfast Fiber Networks",40,"75767"
"KS","Everfast Fiber Networks",50,"35201"
"MO","Everfast Fiber Networks",40,"8377"
"MO","Everfast Fiber Networks",50,"116"
"IL","e-vergent",50,"3"
"IL","e-vergent",70,"40612"
"IL","e-vergent",72,"5696"
"WI","e-vergent",50,"727"
"WI","e-vergent",70,"9663"
"WI","e-vergent",72,"6292"
"IL","Everstream",50,"178730"
"IN","Everstream",50,"212817"
"MI","Everstream",50,"421369"
"MO","Everstream",50,"159248"
"OH","Everstream",50,"898879"
"PA","Everstream",50,"147"
"WI","Everstream",50,"234174"
"IA","Evertek, Inc.",50,"472"
"IA","Evertek, Inc.",70,"4634"
"IA","Evertek, Inc.",71,"24906"
"IA","Evertek, Inc.",72,"16873"
"WA","EV Holdings 1 LLC",70,"161301"
"WA","EV Holdings 1 LLC",71,"49610"
"TX","Evolve Cellular, Inc",0,"3"
"TX","Evolve Cellular, Inc.",71,"81001"
"TX","Express WISP LLC",70,"433"
"UT","EXSTREAM",40,"7661"
"FL","Extreme Broadband Inc",40,"922"
"TX","Ezee_Fiber",50,"25104"
"CA","ezWave",70,"50279"
"TX","Falcon Broadband Networks",70,"698"
"TX","Falcon Internet",70,"917"
"TX","Falcon Internet",72,"8749"
"MN","Fallsnet",70,"4167"
"MN","Fallsnet",72,"3540"
"IA","Farmers Cooperative Telephone Company",10,"1143"
"IA","Farmers Cooperative Telephone Company",50,"1110"
"WI","Farmers Independent Telephone Company",10,"1837"
"WI","Farmers Independent Telephone Company",40,"540"
"WI","Farmers Independent Telephone Company",50,"3163"
"IA","Farmers_&_Merchants_Mutual_Tel._Co.",50,"2451"
"IA","Farmers_&_Merchants_Mutual_Tel._Co.",70,"7066"
"IA","Farmers_&_Merchants_Mutual_Tel._Co.",71,"7716"
"IA","Farmers_&_Merchants_Mutual_Tel._Co.",72,"7735"
"IA","Farmers Mutual Cooperative Telephone Company",50,"900"
"IA","Farmers Mutual Coop Telephone Co",50,"5736"
"IA","Farmers Mutual Coop Telephone Co",70,"77"
"OH","Farmers Mutual Telephone",50,"543"
"MN","FARMERS MUTUAL TELEPHONE COMPANY",50,"4366"
"SD","FARMERS MUTUAL TELEPHONE COMPANY",50,"56"
"ID","Farmers Mutual Telephone Company, Inc.",10,"31"
"ID","Farmers Mutual Telephone Company, Inc.",50,"3893"
"ID","Farmers Mutual Telephone Company, Inc.",70,"3316"
"ID","Farmers Mutual Telephone Company, Inc.",71,"1381"
"OR","Farmers Mutual Telephone Company, Inc.",70,"2716"
"OR","Farmers Mutual Telephone Company, Inc.",71,"3613"
"AR","Farmers Rural Connect, Inc.",50,"199"
"AL","Farmers Telecommunications Cooperative, Inc.",50,"22845"
"AL","Farmers Telecommunications Corporation, Inc.",50,"11910"
"IA","FARMERS TELEPHONE COMPANY",50,"591"
"IA","Farmers Telephone CompanyEssex",50,"710"
"IA","Farmers Telephone Company - Essex",70,"11661"
"TX","FASI",70,"751"
"MI","Fast AIr Internet| Inc",70,"6580"
"WI","Fast AIr Internet| Inc",70,"314"
"PA","FastBridge Fiber",50,"1143"
"LA","Faster Cajun Networks",70,"1499"
"LA","Faster Cajun Networks",72,"3587"
"NC","Fastlink Communications, LLC",70,"12432"
"VA","Fastlink Communications, LLC",70,"10878"
"CO","FastTrack Communications",10,"1"
"CO","FastTrack Communications",50,"502"
"NM","FastTrack Communications",50,"77"
"AL","Fast Wireless LLC",70,"3424"
"AK","Fastwyre Broadband",10,"4217"
"AK","Fastwyre Broadband",50,"523"
"AL","Fastwyre Broadband",10,"2927"
"AL","Fastwyre Broadband",50,"1528"
"LA","Fastwyre Broadband",10,"5266"
"LA","Fastwyre Broadband",50,"28852"
"MO","Fastwyre Broadband",40,"2295"
"MO","Fastwyre Broadband",50,"7165"
"MO","Fastwyre Broadband",70,"49"
"NE","Fastwyre Broadband",10,"11888"
"NE","Fastwyre Broadband",40,"7158"
"NE","Fastwyre Broadband",50,"30116"
"NE","Fastwyre Broadband",70,"4013"
"TX","Fastwyre Broadband",10,"1204"
"ID","fatbeam",70,"973"
"AZ","Fatbeam",50,"8"
"ID","Fatbeam",50,"240"
"ID","Fatbeam",70,"107178"
"ID","Fatbeam",72,"89703"
"MT","Fatbeam",50,"19"
"OR","Fatbeam",50,"37"
"OR","Fatbeam",70,"2423"
"OR","Fatbeam",72,"2214"
"WA","Fatbeam",50,"134"
"TN","Fayetteville Public Utilities",40,"2224"
"TN","Fayetteville Public Utilities",50,"1012"
"CO","FBA FTC 063023",10,"210"
"CO","FBA FTC 063023",50,"183"
"CO","FBA FTC 063023",70,"744"
"IA","F&B Communications, Inc.",50,"2859"
"MO","FDF Communications",50,"16"
"IA","Federated Rural Electric Association",70,"7389"
"IA","Federated Rural Electric Association",72,"5842"
"MN","Federated Rural Electric Association",50,"249"
"MN","Federated Rural Electric Association",70,"11257"
"MN","Federated Rural Electric Association",71,"2242"
"MN","Federated Rural Electric Association",72,"7233"
"MN","FederatedTelephoneCooperative",50,"9098"
"MN","FELTON",10,"423"
"MN","FELTON",50,"274"
"IA","Fenton Coop Tel. Co.",50,"374"
"IA","FiberComm LC",10,"112"
"IA","FiberComm LC",50,"284"
"IA","FiberComm LC",70,"416"
"NE","FiberComm LC",50,"26"
"NE","FiberComm LC",70,"76"
"SD","FiberComm LC",50,"27"
"SD","FiberComm LC",70,"13"
"KS","FIBER COMMUNICATIONS of COLUMBUS",50,"481"
"MO","FIBER COMMUNICATIONS of COLUMBUS",50,"358"
"MA","Fiber Connect, LLC.",50,"964"
"MD","Fibercreek",70,"604"
"FL","Fiber Fast Homes",50,"198"
"VA","Fiber Fast Homes",50,"3"
"TX","fiberfly",70,"16622"
"IN","FiberHawk",10,"122"
"IN","FiberHawk",40,"941"
"IN","FiberHawk",50,"3941"
"IN","FiberHawk",70,"2479"
"IN","FiberHawk",72,"4805"
"FL","FiberLight",0,"4"
"OK","FiberLink",50,"820"
"VA","FiberLync",50,"8952"
"MN","Fibernet Monticello",50,"4454"
"IA","Fiber Vinton BDC",50,"2250"
"TX","Fiber Wave| LLC",70,"1885"
"PR","FiberX",50,"9719"
"AK","Fibre Alaska",50,"485"
"AK","Fibre Alaska",70,"79"
"AR","Fidelity",40,"53651"
"AR","Fidelity",50,"1189"
"LA","Fidelity",40,"6924"
"MO","Fidelity",40,"36624"
"MO","Fidelity",50,"5957"
"OK","Fidelity",40,"30864"
"OK","Fidelity",50,"105"
"TX","Fidelity",40,"20939"
"TX","Fidelity",50,"538"
"MO","Fidelity Telephone LLC",50,"3118"
"CA","Fidium",50,"147611"
"IL","Fidium",50,"17268"
"MN","Fidium",50,"677"
"ND","Fidium",50,"921"
"PA","Fidium",50,"16647"
"TX","Fidium",50,"129227"
"ME","Fidium Fiber",10,"1"
"ME","Fidium Fiber",50,"119850"
"MN","Fidium Fiber",50,"10460"
"ND","Fidium Fiber",50,"8"
"NH","Fidium Fiber",50,"185703"
"VT","Fidium Fiber",40,"2"
"VT","Fidium Fiber",50,"47878"
"AZ","FIF St. George, LLC",70,"1940"
"AZ","FIF St. George, LLC",72,"2149"
"NV","FIF St. George, LLC",70,"4814"
"NV","FIF St. George, LLC",72,"8440"
"UT","FIF St. George, LLC",50,"8746"
"UT","FIF St. George, LLC",70,"91321"
"UT","FIF St. George, LLC",71,"136118"
"VA","Firefly Fiber Broadband",50,"42686"
"CA","FireServe",70,"1365"
"OR","FireServe",50,"611"
"OR","FireServe",70,"96304"
"MA","FirstLight Fiber",10,"1"
"MA","FirstLight Fiber",50,"61"
"ME","FirstLight Fiber",10,"39"
"ME","FirstLight Fiber",50,"1720"
"NH","FirstLight Fiber",10,"97"
"NH","FirstLight Fiber",50,"1054"
"NJ","FirstLight Fiber",50,"1"
"NY","FirstLight Fiber",10,"14"
"NY","FirstLight Fiber",50,"2471"
"PA","FirstLight Fiber",50,"107"
"RI","FirstLight Fiber",50,"1"
"VT","FirstLight Fiber",10,"60"
"VT","FirstLight Fiber",50,"482"
"ME","FirstLight Fiber d/b/a Oxford West Telephone Company",50,"2465"
"MS","First Light Fiber, LLC dba ACE Fiber",50,"16377"
"ID","First Step Internet, LLC",50,"104"
"ID","First Step Internet, LLC",70,"44247"
"ID","First Step Internet, LLC",71,"27"
"WA","First Step Internet, LLC",50,"374"
"WA","First Step Internet, LLC",70,"23802"
"WA","First Step Internet, LLC",71,"1"
"NY","Fishers Island Telephone Corp",10,"526"
"AZ","Fisher Wireless Services, Inc.",70,"43612"
"CA","Fisher Wireless Services, Inc.",70,"7228"
"MA","Fitchburg Fiber LLC d.b.a. Fitchburg Fiber Company",70,"197"
"NM","FIVEAREA Copper",10,"4"
"TX","FIVEAREA Copper",10,"896"
"NM","FIVEAREA Fiber",50,"4"
"TX","FIVEAREA Fiber",50,"1754"
"MS","FIXED BB AVAIL",10,"413"
"MS","FIXED BB AVAIL",50,"1432"
"OH","Fixed Broadband",10,"14"
"MN","fixedbroadbandavailabiity6.30.2023",10,"121"
"OH","fixedbroadbandavailability6.30.2023",10,"11"
"TX","Fixed Wirelesss",70,"17366"
"OH","FJ Communications",10,"49"
"OH","FJ Communications",50,"1639"
"IL","Flat Rock Telephone Co op",50,"967"
"NE","Flatwater Wireless",70,"335"
"GA","Flint River TV, Inc.",40,"8403"
"GA","Flint River TV, Inc.",50,"39"
"FL","Florida WiFi, LLC",50,"3419"
"FL","Florida WiFi, LLC",70,"5571"
