"cnt_wired_dl25_ul3_r","cnt_wired_dl100_ul20_r","cnt_terrestrial_dl25_ul3_r","cnt_terrestrial_dl100_ul20_r","cnt_wiredlfw_dl25_ul3_r","cnt_wiredlfw_dl100_ul20_r","cnt_wired_dl25_ul3_b","cnt_wired_dl100_ul20_b","cnt_terrestrial_dl25_ul3_b","cnt_terrestrial_dl100_ul20_b","cnt_wiredlfw_dl25_ul3_b","cnt_wiredlfw_dl100_ul20_b"
"9294234","10691755","4673564","7512084","6139802","8581111","27592696","34310441","13246480","23736156","16472488","27229334"
